eval/episode_success_easy,eval/episode_success,eval/episode_dist,training/actor_loss,render,eval/episode_reward_dist,_timestamp,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_reward,eval/episode_success_any,eval/episode_reward_survive,_runtime,training/sps,eval/episode_reward_near,training/log_alpha,training/critic_loss,training/alpha_loss,training/entropy,_step,step
0.0,977.1650390625,28.73389434814453,-44.796539306640625,,-28.73389434814453,1774115394.1966922,0.0,0.0,977.1650390625,1.0,0.0,1458.023273277,50966.75357251116,0.0,0.0,4.012691020965576,0.0,0.0,47806464.0,47806464.0
0.0,961.978515625,28.810165405273438,-44.7799072265625,"{'sha256': '632e62f75e64be795e04d5e5c848e51f6fd1672374afd09f8d8739db15483df5', 'path': 'media/html/render_48060416_632e62f75e64be795e04.html', 'size': 889485, '_type': 'html-file'}",-28.810165405273438,1774115414.3550935,0.0,0.0,961.978515625,1.0,0.0,1472.46880015,50866.59734552429,0.0,0.0,4.008126258850098,0.0,0.0,48060416.0,48060416.0
0.0,975.255859375,29.23696517944336,-44.798805236816406,,-29.23696517944336,1774115414.5171244,0.0,0.0,975.255859375,1.0,0.0,1478.333830218,50874.32320687016,0.0,0.0,4.009823322296143,0.0,0.0,48314368.0,48314368.0
0.0,966.2099609375,31.926284790039062,-44.82718276977539,,-31.926284790039062,1774115420.21926,0.0,0.0,966.2099609375,1.0,0.0,1484.009056365,51025.34531726221,0.0,0.0,4.020505428314209,0.0,0.0,48568320.0,48568320.0
0.0,977.4150390625,27.08106231689453,-44.80109405517578,,-27.08106231689453,1774115425.8947833,0.0,0.0,977.4150390625,1.0,0.0,1489.693117386,51241.26602470756,0.0,0.0,4.009241104125977,0.0,0.0,48822272.0,48822272.0
0.0,954.22265625,31.479808807373047,-44.849056243896484,,-31.479808807373047,1774115431.5787554,0.0,0.0,954.22265625,0.9990234375,0.0,1495.383763659,51135.34225803458,0.0,0.0,4.013158321380615,0.0,0.0,49076224.0,49076224.0
0.0,974.44921875,28.729442596435547,-44.841033935546875,"{'path': 'media/html/render_49330176_5b54c5777f724fe6158c.html', 'size': 851105, '_type': 'html-file', 'sha256': '5b54c5777f724fe6158cf87f43fef290730ca3c2cf0ec5151afad6b19c24a9dd'}",-28.729442596435547,1774115452.877505,0.0,0.0,974.44921875,0.9990234375,0.0,1510.991186773,51109.39013878179,0.0,0.0,4.019101619720459,0.0,0.0,49330176.0,49330176.0
0.0,978.1591796875,28.590087890625,-44.77571105957031,,-28.590087890625,1774115453.0630503,0.0,0.0,978.1591796875,1.0,0.0,1516.9085791,50903.5836942512,0.0,0.0,4.006724834442139,0.0,0.0,49584128.0,49584128.0
0.0,956.8720703125,31.440235137939453,-44.736083984375,,-31.440235137939453,1774115458.7941494,0.0,0.0,956.8720703125,0.9990234375,0.0,1522.616631996,50759.8422241173,0.0,0.0,3.998168468475342,0.0,0.0,49838080.0,49838080.0
0.0,964.7470703125,29.99700355529785,-44.6907844543457,,-29.99700355529785,1774115464.5024774,0.0,0.0,964.7470703125,1.0,0.0,1528.339582505,50895.47929145629,0.0,0.0,3.99357008934021,0.0,0.0,50092032.0,50092032.0
0.0,970.9931640625,28.49835205078125,-44.717201232910156,,-28.49835205078125,1774115470.2254157,0.0,0.0,970.9931640625,1.0,0.0,1534.054153356,50758.35460629524,0.0,0.0,3.992405891418457,0.0,0.0,50345984.0,50345984.0
0.0,964.4423828125,30.207942962646484,-44.67822265625,"{'sha256': '30dd0064e55a1b2f183e5ee53534398993ae8e9a93a7c07d2717fb84e5bf2bdd', 'path': 'media/html/render_50599936_30dd0064e55a1b2f183e.html', 'size': 887101, '_type': 'html-file'}",-30.207942962646484,1774115491.4609554,0.0,0.0,964.4423828125,0.998046875,0.0,1549.574666433,50824.559286649004,0.0,0.0,3.9918034076690674,0.0,0.0,50599936.0,50599936.0
0.0,958.423828125,31.923351287841797,-44.70890426635742,,-31.923351287841797,1774115491.6397467,0.0,0.0,958.423828125,0.9951171875,0.0,1555.471938821,50804.252058089645,0.0,0.0,3.996142864227295,0.0,0.0,50853888.0,50853888.0
0.0,973.232421875,29.479949951171875,-44.647422790527344,,-29.479949951171875,1774115497.3577673,0.0,0.0,973.232421875,1.0,0.0,1561.188029953,50875.990162703056,0.0,0.0,3.991518259048462,0.0,0.0,51107840.0,51107840.0
0.0,969.1611328125,28.608060836791992,-44.71395492553711,,-28.608060836791992,1774115503.0738766,0.0,0.0,969.1611328125,1.0,0.0,1566.920245285,50832.72845005624,0.0,0.0,3.991393804550171,0.0,0.0,51361792.0,51361792.0
0.0,977.0927734375,29.849353790283203,-44.66199493408203,,-29.849353790283203,1774115508.8060308,0.0,0.0,977.0927734375,0.9990234375,0.0,1567.620561799,50658.4078163195,0.0,0.0,3.9932849407196045,0.0,0.0,51615744.0,51615744.0
