training/alpha_loss,eval/episode_success,eval/episode_reward_dist,eval/episode_reward_near,step,eval/episode_success_hard,eval/episode_success_any,render,training/log_alpha,training/entropy,training/sps,training/critic_loss,_runtime,eval/episode_success_easy,_step,eval/episode_reward,eval/episode_reward_ctrl,eval/episode_dist,training/actor_loss,eval/episode_reward_survive,_timestamp
0.0,974.7373046875,-32.04603576660156,0.0,48822272.0,0.0,1.0,,0.0,0.0,51413.03115701873,3.9661691188812256,1479.87713333,0.0,48822272.0,974.7373046875,0.0,32.04603576660156,-44.140811920166016,0.0,1774112244.3893476
0.0,960.4140625,-32.41593933105469,0.0,49076224.0,0.0,0.998046875,,0.0,0.0,51336.19368056264,3.961735963821411,1485.549996473,0.0,49076224.0,960.4140625,0.0,32.41593933105469,-44.13824462890625,0.0,1774112250.0549026
0.0,973.181640625,-32.07231140136719,0.0,49330176.0,0.0,1.0,"{'path': 'media/html/render_49330176_2f0ba8308a318cdf9d82.html', 'size': 887145, '_type': 'html-file', 'sha256': '2f0ba8308a318cdf9d8212b8f3452d683208fdcef626649982660b45cde28351'}",0.0,0.0,51290.23690196829,3.957720994949341,1500.307919783,0.0,49330176.0,973.181640625,0.0,32.07231140136719,-44.08187484741211,0.0,1774112270.4861526
0.0,974.900390625,-34.22881317138672,0.0,49584128.0,0.0,1.0,,0.0,0.0,51116.39512972931,3.961038589477539,1506.170215894,0.0,49584128.0,974.900390625,0.0,34.22881317138672,-44.07010269165039,0.0,1774112270.66424
0.0,966.9599609375,-32.88945770263672,0.0,49838080.0,0.0,0.9990234375,,0.0,0.0,51229.86024890218,3.949864387512207,1511.847387774,0.0,49838080.0,966.9599609375,0.0,32.88945770263672,-44.07560348510742,0.0,1774112276.3480403
0.0,974.54296875,-29.793174743652344,0.0,50092032.0,0.0,1.0,,0.0,0.0,51225.43781082253,3.93284010887146,1517.528427223,0.0,50092032.0,974.54296875,0.0,29.793174743652344,-44.00318908691406,0.0,1774112282.0251248
0.0,962.78515625,-31.927175521850586,0.0,50345984.0,0.0,1.0,,0.0,0.0,51192.87326721215,3.924579381942749,1523.205811333,0.0,50345984.0,962.78515625,0.0,31.927175521850586,-43.981605529785156,0.0,1774112287.7061832
0.0,973.5712890625,-33.54869842529297,0.0,50599936.0,0.0,1.0,"{'path': 'media/html/render_50599936_7be09383a052732cdd12.html', 'size': 880821, '_type': 'html-file', 'sha256': '7be09383a052732cdd12001ce06cd22bf89ab25757d47dd60ae48f93cbf82643'}",0.0,0.0,51215.33189572603,3.9213411808013916,1538.850851775,0.0,50599936.0,973.5712890625,0.0,33.54869842529297,-44.01127624511719,0.0,1774112309.0289416
0.0,972.189453125,-31.708412170410156,0.0,50853888.0,0.0,1.0,,0.0,0.0,51245.63449011995,3.925809383392334,1544.721797447,0.0,50853888.0,972.189453125,0.0,31.708412170410156,-44.04228973388672,0.0,1774112309.2318137
0.0,960.6884765625,-31.91504669189453,0.0,51107840.0,0.0,1.0,,0.0,0.0,51406.52517882455,3.942898750305176,1550.381522695,0.0,51107840.0,960.6884765625,0.0,31.91504669189453,-44.13901901245117,0.0,1774112314.8993728
0.0,960.8955078125,-30.14026641845703,0.0,51361792.0,0.0,1.0,,0.0,0.0,51413.758281285736,3.954054594039917,1556.054129972,0.0,51361792.0,960.8955078125,0.0,30.14026641845703,-44.16517639160156,0.0,1774112320.55909
0.0,956.0126953125,-29.45301055908203,0.0,51615744.0,0.0,0.9931640625,,0.0,0.0,51272.05837384371,3.9661295413970947,1556.761213076,0.0,51615744.0,956.0126953125,0.0,29.45301055908203,-44.22697067260742,0.0,1774112326.231609
