training/log_alpha,eval/episode_success_easy,_step,training/entropy,eval/episode_dist,training/sps,eval/episode_reward_ctrl,eval/episode_success,_runtime,step,_timestamp,eval/episode_reward_dist,eval/episode_success_hard,render,eval/episode_reward_survive,eval/episode_reward_near,eval/episode_success_any,eval/episode_reward,training/actor_loss,training/alpha_loss,training/critic_loss
0.0,58.27734375,43235328.0,0.0,2958.56787109375,28384.071782221552,-1931.5872802734375,0.0048828125,2766.217906648,43235328.0,1773988277.3582008,0.0,0.0,,900.359375,0.0,0.0009765625,0.0048828125,-26.280336380004883,-2.4300201403093524e-05,0.09844203293323517
0.0,24.109375,43489280.0,0.0,2451.2861328125,28419.96025689795,-1537.8690185546875,0.49609375,2778.133991121,43489280.0,1773988289.3539364,0.0,0.0,,742.7783203125,0.0,0.0029296875,0.49609375,-27.14954376220703,2.0246645362931304e-05,0.09779004007577896
0.0,13.169921875,43743232.0,0.0,2662.244140625,28517.2799553127,-1532.316650390625,0.4814453125,2790.067363901,43743232.0,1773988301.270126,0.0,0.0,,770.0546875,0.0,0.001953125,0.4814453125,-27.687896728515625,4.297182385926135e-06,0.10141148418188095
0.0,35.00390625,43997184.0,0.0,2779.956298828125,28589.71274114668,-1644.3721923828125,1.2373046875,2802.007688019,43997184.0,1773988313.2033987,0.0,0.0,,834.7060546875,0.0,0.0029296875,1.2373046875,-27.937841415405273,2.285674781887792e-05,0.0935143530368805
0.0,31.9326171875,44251136.0,0.0,2547.686279296875,28433.248676834566,-1530.9735107421875,0.0419921875,2833.209348248,44251136.0,1773988356.3460853,0.0,0.0,"{'sha256': 'f34804368b5b3d4991cc747760fc740497758cf3cc7c7e2ab91bb664130c877e', 'path': 'media/html/render_44251136_f34804368b5b3d4991cc.html', 'size': 4139229.0, '_type': 'html-file'}",772.5625,0.0,0.0009765625,0.0419921875,-26.896738052368164,-1.4628953067585826e-05,0.09825950115919113
0.0,13.462890625,44505088.0,0.0,2875.85595703125,28525.25151554608,-1702.6558837890625,0.009765625,2845.366071479,44505088.0,1773988356.5453997,0.0,0.0,,834.0,0.0,0.0009765625,0.009765625,-27.282941818237305,-8.780291864241008e-06,0.1090141162276268
0.0,10.5322265625,44759040.0,0.0,3094.041015625,28423.451853469152,-1975.421630859375,0.0,2857.322917361,44759040.0,1773988368.5019724,0.0,0.0,,911.3759765625,0.0,0.0,0.0,-27.337387084960938,1.0009447578340769e-05,0.10819397121667862
0.0,23.7197265625,45012992.0,0.0,3014.52783203125,28514.23241980157,-1839.50830078125,0.1484375,2869.275300767,45012992.0,1773988380.4589245,0.0,0.0,,895.080078125,0.0,0.0029296875,0.1484375,-27.419286727905273,2.6975592845701613e-05,0.10731300711631775
0.0,26.62109375,45266944.0,0.0,2687.02001953125,28417.154860453382,-1699.1380615234375,0.00390625,2881.238947694,45266944.0,1773988392.4112704,0.0,0.0,,820.7626953125,0.0,0.0009765625,0.00390625,-26.246747970581055,-1.5146276837185724e-06,0.11332987248897552
0.0,25.716796875,45520896.0,0.0,2839.490234375,28501.2624903153,-1754.35986328125,2.5224609375,2913.70813037,45520896.0,1773988436.8448513,0.0,0.0,"{'_type': 'html-file', 'sha256': '22f2bdeca9bd8f15d0343864d2e9f115d80cae05dac88c32ad0963f7d8b89f70', 'path': 'media/html/render_45520896_22f2bdeca9bd8f15d034.html', 'size': 4082893.0}",850.9130859375,0.0,0.0107421875,2.5224609375,-27.421056747436523,8.527189976348382e-08,0.10788599401712418
0.0,16.73046875,45774848.0,0.0,2608.6337890625,28483.180457281054,-1609.7044677734375,0.5830078125,2925.947994582,45774848.0,1773988437.1186037,0.0,0.0,,774.9755859375,0.0,0.0029296875,0.5830078125,-27.37574005126953,7.368945261987392e-06,0.10929752141237259
0.0,10.525390625,46028800.0,0.0,2935.55029296875,28535.99550068936,-1789.178466796875,0.0,2937.911714507,46028800.0,1773988449.0841262,0.0,0.0,,846.3603515625,0.0,0.0,0.0,-27.843372344970703,-1.1079451724071987e-05,0.09977632015943527
0.0,22.287109375,46282752.0,0.0,2940.46728515625,28368.248142084787,-1769.3663330078125,3.888671875,2949.886612712,46282752.0,1773988461.0473309,0.0,0.0,,870.357421875,0.0,0.0068359375,3.888671875,-26.245729446411133,1.3294275959196966e-05,0.10192622244358063
0.0,3.2919921875,46536704.0,0.0,2838.50830078125,28461.09932963495,-1689.88671875,0.0,2961.781697908,46536704.0,1773988473.0227103,0.0,0.0,,818.9619140625,0.0,0.0,0.0,-27.102306365966797,-9.018705895869061e-06,0.10322823375463486
0.0,41.1240234375,46790656.0,0.0,2626.544189453125,28589.29452750903,-1608.695556640625,3.697265625,2993.090772922,46790656.0,1773988516.2275028,0.0,0.0,"{'_type': 'html-file', 'sha256': '2e2ee796cf2131d46dd6c09e093bfbb3ab00fd12d78a838adf765c4927ba91a6', 'path': 'media/html/render_46790656_2e2ee796cf2131d46dd6.html', 'size': 4172305.0}",781.216796875,0.0,0.0107421875,3.697265625,-28.2441349029541,-8.556237958146085e-07,0.10015296190977097
0.0,16.6357421875,47044608.0,0.0,2826.97509765625,28609.943559636875,-1606.0450439453125,0.384765625,3005.232417036,47044608.0,1773988516.4283233,0.0,0.0,,831.205078125,0.0,0.001953125,0.384765625,-28.612083435058594,1.2320579116931185e-05,0.10560620576143265
0.0,16.484375,47298560.0,0.0,2531.66015625,28464.63375163341,-1538.430908203125,0.0,3017.155182006,47298560.0,1773988528.3683085,0.0,0.0,,760.5947265625,0.0,0.0,0.0,-28.535680770874023,-1.2811327906092629e-05,0.10030984878540039
0.0,25.0419921875,47552512.0,0.0,2990.876953125,28632.499553988087,-2016.060546875,2.2880859375,3029.074563582,47552512.0,1773988540.2910924,0.0,0.0,,901.0537109375,0.0,0.0078125,2.2880859375,-28.881622314453125,-7.346049528678122e-07,0.10788455605506897
0.0,18.5947265625,47806464.0,0.0,2806.18603515625,28577.407798496886,-1735.7486572265625,0.701171875,3040.992858573,47806464.0,1773988552.209947,0.0,0.0,,850.6064453125,0.0,0.0029296875,0.701171875,-28.655797958374023,2.0323788703535683e-05,0.10918261110782623
0.0,14.6552734375,48060416.0,0.0,2955.048828125,28650.206078792864,-1856.43310546875,1.4892578125,3073.379877448,48060416.0,1773988596.5166032,0.0,0.0,"{'path': 'media/html/render_48060416_d1c075f504bd926000e9.html', 'size': 4064349.0, '_type': 'html-file', 'sha256': 'd1c075f504bd926000e9836b04560cec9c948da11deef61fb58b262cedd8aa20'}",886.6865234375,0.0,0.001953125,1.4892578125,-28.878829956054688,7.958224159665406e-06,0.10879862308502197
0.0,16.45703125,48314368.0,0.0,3019.49365234375,28596.92405431309,-1842.33740234375,0.73046875,3085.530254521,48314368.0,1773988596.713337,0.0,0.0,,888.4150390625,0.0,0.0048828125,0.73046875,-28.100934982299805,-1.3368529835133813e-05,0.11188997328281403
0.0,22.4814453125,48568320.0,0.0,2724.4443359375,28585.93084667263,-1756.854248046875,0.9189453125,3097.428467792,48568320.0,1773988608.6661608,0.0,0.0,,819.4384765625,0.0,0.00390625,0.9189453125,-28.674774169921875,1.2488354514061939e-05,0.11301286518573761
0.0,29.3935546875,48822272.0,0.0,2875.495361328125,28655.161293661953,-2086.487548828125,0.0,3109.340581825,48822272.0,1773988620.5644274,0.0,0.0,,876.0244140625,0.0,0.0,0.0,-29.14945411682129,6.2912795328884386e-06,0.11253419518470764
0.0,26.6689453125,49076224.0,0.0,2998.93310546875,28684.458946004805,-2010.904052734375,0.0,3121.252755621,49076224.0,1773988632.4767437,0.0,0.0,,895.150390625,0.0,0.0,0.0,-29.12226676940918,-4.946111403114628e-06,0.11077668517827988
0.0,45.248046875,49330176.0,0.0,2924.83447265625,28604.948659639715,-1883.489013671875,0.330078125,3152.262681557,49330176.0,1773988675.3994439,0.0,0.0,"{'size': 4079041.0, '_type': 'html-file', 'sha256': 'd4c8b9c69af6f693152313184a66ed4dcfff9c6980a91dc9c41050ada9ccbb31', 'path': 'media/html/render_49330176_d4c8b9c69af6f6931523.html'}",872.3759765625,0.0,0.0029296875,0.330078125,-28.467735290527344,-1.5201837413769681e-05,0.11199548840522766
0.0,50.275390625,49584128.0,0.0,2963.8759765625,28691.432185133068,-1952.693115234375,2.5859375,3164.400501736,49584128.0,1773988675.625941,0.0,0.0,,907.58984375,0.0,0.0126953125,2.5859375,-28.971195220947266,1.1714326319633983e-05,0.1142030730843544
0.0,9.8056640625,49838080.0,0.0,3110.50390625,28632.56574613057,-1995.939208984375,0.0,3176.318350889,49838080.0,1773988687.5364804,0.0,0.0,,916.35546875,0.0,0.0,0.0,-29.276832580566406,2.5444682250963524e-05,0.11493813991546631
0.0,20.625,50092032.0,0.0,2565.671875,28646.11463626814,-1652.0064697265625,1.2822265625,3188.21467183,50092032.0,1773988699.4542027,0.0,0.0,,782.09765625,0.0,0.001953125,1.2822265625,-28.858135223388672,-1.585155951033812e-05,0.11543650180101395
0.0,37.5341796875,50345984.0,0.0,2669.47216796875,28648.196425768972,-1699.702392578125,0.5634765625,3200.107491664,50345984.0,1773988711.350614,0.0,0.0,,805.8544921875,0.0,0.00390625,0.5634765625,-28.78460693359375,1.5066993000800721e-05,0.11288472265005112
0.0,69.615234375,50599936.0,0.0,2688.65576171875,28743.092404985582,-1821.6201171875,3.025390625,3232.960058045,50599936.0,1773988756.0967712,0.0,0.0,"{'size': 4052385.0, '_type': 'html-file', 'sha256': 'cf9a1427908992654aca98ac69d10ee0d1b216bb83bf7467624211bf282c8b94', 'path': 'media/html/render_50599936_cf9a1427908992654aca.html'}",840.1328125,0.0,0.0146484375,3.025390625,-29.52276611328125,-1.1921553095817217e-06,0.11349821835756302
0.0,10.57421875,50853888.0,0.0,2674.16943359375,28659.269201044008,-1588.2576904296875,0.0,3245.109964793,50853888.0,1773988756.2976317,0.0,0.0,,772.58984375,0.0,0.0,0.0,-29.288658142089844,-1.5067311323946342e-05,0.10310951620340347
0.0,18.8271484375,51107840.0,0.0,2458.45166015625,28613.660325198784,-1575.812255859375,0.5380859375,3257.003198726,51107840.0,1773988768.2460964,0.0,0.0,,720.302734375,0.0,0.001953125,0.5380859375,-29.489965438842773,-1.0959385690512136e-05,0.10497661679983139
0.0,25.005859375,51361792.0,0.0,2860.87841796875,28746.016057474764,-1939.8817138671875,0.7255859375,3268.930714154,51361792.0,1773988780.1392128,0.0,0.0,,843.361328125,0.0,0.001953125,0.7255859375,-29.883481979370117,2.886263064283412e-05,0.11247370392084122
0.0,15.24609375,51615744.0,0.0,2852.220703125,28621.79046435901,-1714.406005859375,0.01171875,3269.787103831,51615744.0,1773988792.0665805,0.0,0.0,,845.486328125,0.0,0.0009765625,0.01171875,-28.41839599609375,-7.84513758844696e-06,0.10702981054782867
