training/entropy,_step,training/log_alpha,training/critic_loss,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_survive,training/sps,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_success_easy,training/alpha_loss,eval/episode_success_hard,eval/episode_success,eval/episode_reward_ctrl,_runtime,render,step,eval/episode_dist,eval/episode_reward
0.0,45774848.0,0.0,0.15014328062534332,0.0,1774011482.2622862,-36.92045593261719,849.619140625,29079.074970862963,0.0,0.0,10.9404296875,-0.00028622333775274456,0.0,0.0,-1426.902587890625,2904.871338615,,45774848.0,2889.61962890625,0.0
0.0,46028800.0,0.0,0.14410251379013062,0.0078125,1774011494.0724478,-37.10954284667969,873.8193359375,29023.228852746754,0.0,0.0,43.5498046875,0.00035110421595163643,0.0,3.173828125,-1584.56396484375,2916.607710611,,46028800.0,2967.43701171875,3.173828125
0.0,46282752.0,0.0,0.1453644037246704,0.005859375,1774011505.8086789,-38.127159118652344,933.8349609375,29116.54863456846,0.0,0.0,24.224609375,8.293486462207511e-05,0.0,2.5263671875,-1839.290283203125,2928.371364225,,46282752.0,3159.359619140625,2.5263671875
0.0,46536704.0,0.0,0.14041279256343842,0.0,1774011517.5722485,-37.518409729003906,930.35546875,29151.907192249775,0.0,0.0,22.4013671875,3.616884569623835e-08,0.0,0.0,-1847.56787109375,2940.099054335,,46536704.0,3118.15234375,0.0
0.0,46790656.0,0.0,0.13906481862068176,0.00390625,1774011560.1016133,-36.94322204589844,751.96875,29128.563991224502,0.0,0.0,46.5498046875,2.2184010958881117e-05,0.0,1.439453125,-1609.65380859375,2970.899995199,"{'size': 4190285.0, '_type': 'html-file', 'sha256': 'b8bec2ff68ee330ad07f212aa5025096ba05994a982ce2583059dced94a17557', 'path': 'media/html/render_46790656_b8bec2ff68ee330ad07f.html'}",46790656.0,2429.1416015625,1.439453125
0.0,47044608.0,0.0,0.14127276837825775,0.0068359375,1774011560.2944653,-36.39487838745117,886.740234375,29098.190432819345,0.0,0.0,27.056640625,-3.7966176478221314e-06,0.0,3.189453125,-1728.32861328125,2982.844849674,,47044608.0,3008.018310546875,3.189453125
0.0,47298560.0,0.0,0.14183206856250763,0.0234375,1774011572.0452178,-37.74052429199219,887.8740234375,29078.460528124404,0.0,0.0,31.123046875,8.941578016674612e-06,0.0,5.6494140625,-1878.557373046875,2994.605474017,,47298560.0,2929.633544921875,5.6494140625
0.0,47552512.0,0.0,0.14741860330104828,0.0,1774011583.8065302,-36.771846771240234,943.23046875,29155.456470555066,0.0,0.0,30.6884765625,-1.770167364156805e-05,0.0,0.0,-1913.6558837890625,3006.356617032,,47552512.0,3165.693359375,0.0
0.0,47806464.0,0.0,0.15700846910476685,0.0048828125,1774011595.5574749,-37.25688552856445,904.7060546875,29138.632990821297,0.0,0.0,52.859375,2.014749225054402e-05,0.0,1.556640625,-1841.6513671875,3018.124174028,,47806464.0,2973.770263671875,1.556640625
0.0,48060416.0,0.0,0.15316247940063477,0.005859375,1774011639.784901,-36.64371871948242,925.7802734375,29148.638758603778,0.0,0.0,42.78125,-3.5305583878653124e-06,0.0,3.4013671875,-1957.3736572265625,3050.583319199,"{'path': 'media/html/render_48060416_06003cd826c0fbc169ff.html', 'size': 4070001.0, '_type': 'html-file', 'sha256': '06003cd826c0fbc169ffa595776b6fb950d0bd3575c26e7f991ac9b0a6815571'}",48060416.0,3073.419677734375,3.4013671875
0.0,48314368.0,0.0,0.15624399483203888,0.017578125,1774011640.069782,-36.59127426147461,892.759765625,29118.168417503413,0.0,0.0,44.970703125,-3.082934199483134e-05,0.0,3.138671875,-1825.412841796875,3062.635854054,,48314368.0,2993.52783203125,3.138671875
0.0,48568320.0,0.0,0.14893969893455505,0.001953125,1774011651.8365583,-37.12459945678711,881.80078125,29208.699424958606,0.0,0.0,26.7060546875,5.43188834853936e-05,0.0,0.6083984375,-1718.13671875,3074.396587833,,48568320.0,3003.294189453125,0.6083984375
0.0,48822272.0,0.0,0.16090768575668335,0.009765625,1774011663.5974877,-36.30662536621094,888.46484375,29099.137206798678,0.0,0.0,68.8193359375,-7.596790965180844e-06,0.0,2.8056640625,-1858.0386962890625,3086.145590721,,48822272.0,2853.168701171875,2.8056640625
0.0,49076224.0,0.0,0.165928453207016,0.001953125,1774011675.3465605,-36.865657806396484,945.662109375,29210.726805088216,0.0,0.0,17.3779296875,-1.4620313777413685e-05,0.0,0.8916015625,-1874.922119140625,3097.881076008,,49076224.0,3217.845947265625,0.8916015625
0.0,49330176.0,0.0,0.14517827332019806,0.0126953125,1774011717.9663155,-37.33885192871094,898.2392578125,29197.092466724927,0.0,0.0,57.1435546875,-4.408826134749688e-05,0.0,4.724609375,-1878.713623046875,3128.764786886,"{'size': 4082405.0, '_type': 'html-file', 'sha256': 'ba66bf7584c1db31e28ec57323a6f2c41f49203499d9889ef30862ce0a9dda67', 'path': 'media/html/render_49330176_ba66bf7584c1db31e28e.html'}",49330176.0,2951.6962890625,4.724609375
0.0,49584128.0,0.0,0.15312908589839935,0.0087890625,1774011718.1573467,-37.820838928222656,912.3583984375,29280.652207550815,0.0,0.0,31.7314453125,2.5630462914705276e-05,0.0,2.126953125,-1788.80419921875,3140.723089372,,49584128.0,3110.83056640625,2.126953125
0.0,49838080.0,0.0,0.14626556634902954,0.0107421875,1774011729.9240263,-37.01136016845703,893.49609375,29118.51548043497,0.0,0.0,26.373046875,5.0623137212824076e-05,0.0,2.376953125,-1859.230712890625,3152.458407805,,49838080.0,2936.4091796875,2.376953125
0.0,50092032.0,0.0,0.14085976779460907,0.0078125,1774011741.6592312,-38.155235290527344,942.7265625,29264.6841651483,0.0,0.0,33.8525390625,-8.402139428653754e-06,0.0,3.134765625,-2003.231201171875,3164.214056126,,50092032.0,3094.686767578125,3.134765625
0.0,50345984.0,0.0,0.14382053911685944,0.0048828125,1774011753.4150898,-36.73283386230469,949.9345703125,29120.459504206432,0.0,0.0,33.9111328125,-4.9548714741831645e-05,0.0,1.2119140625,-1888.7613525390625,3175.953664289,,50345984.0,3149.249267578125,1.2119140625
0.0,50599936.0,0.0,0.1401670128107071,0.001953125,1774011797.588391,-37.56181716918945,866.251953125,29244.304767424106,0.0,0.0,25.0908203125,7.711796934017912e-05,0.0,0.0673828125,-1722.5498046875,3208.38684105,"{'_type': 'html-file', 'sha256': 'ca5dbdff9bd69e0cbf1d075571fe65e58a93eccfe7ee253119861c7c78ffcae8', 'path': 'media/html/render_50599936_ca5dbdff9bd69e0cbf1d.html', 'size': 3987805.0}",50599936.0,2945.707763671875,0.0673828125
0.0,50853888.0,0.0,0.13356143236160278,0.0048828125,1774011797.7918513,-36.365455627441406,874.556640625,29050.739206100603,0.0,0.0,27.5576171875,4.087083198101027e-06,0.0,1.228515625,-1825.2509765625,3220.38494412,,50853888.0,2890.63671875,1.228515625
0.0,51107840.0,0.0,0.12976834177970886,0.013671875,1774011809.5858643,-37.636478424072266,910.74609375,29098.03542531669,0.0,0.0,44.5703125,-1.1827821253973525e-05,0.0,4.4150390625,-1884.9097900390625,3232.132207251,,51107840.0,3045.4716796875,4.4150390625
0.0,51361792.0,0.0,0.14192496240139008,0.0029296875,1774011821.3332624,-37.526859283447266,941.392578125,29221.17014696043,0.0,0.0,23.7724609375,2.476860572642181e-05,0.0,1.6103515625,-1854.566162109375,3243.878646131,,51361792.0,3213.79736328125,1.6103515625
0.0,51615744.0,0.0,0.14114564657211304,0.0126953125,1774011833.0796602,-37.69288635253906,921.4521484375,29216.494882850333,0.0,0.0,49.6904296875,-1.5923014871077612e-05,0.0,1.791015625,-2021.821044921875,3244.721206265,,51615744.0,3022.587890625,1.791015625
