_runtime,training/actor_loss,training/log_alpha,eval/episode_success_any,_step,_timestamp,training/sps,eval/episode_dist,eval/episode_success_easy,eval/episode_reward_near,eval/episode_reward_dist,eval/episode_success,training/entropy,training/critic_loss,render,eval/episode_success_hard,training/alpha_loss,eval/episode_reward,step,eval/episode_reward_survive,eval/episode_reward_ctrl
4025.909769985,-0.00033886166056618094,0.0,0.001953125,48028672.0,1773983303.7087436,21925.287534007395,297.02093505859375,22.900390625,0.0,0.0,0.00390625,0.0,2.325315108464565e-06,,0.0,3.1364019020818645e-11,0.00390625,48028672.0,0.0,0.0
4041.447009021,-0.0004133131296839565,0.0,0.001953125,48282624.0,1773983319.2232866,21991.802571587974,295.5701904296875,25.5859375,0.0,0.0,0.0078125,0.0,4.648247795557836e-06,,0.0,3.1270853961817835e-11,0.0078125,48282624.0,0.0,0.0
4056.988633057,-0.0004130460729356855,0.0,0.005859375,48536576.0,1773983334.7605417,21951.526717226567,289.0250244140625,26.84375,0.0,0.0,0.029296875,0.0,5.015177976019913e-06,,0.0,3.1216904061714956e-11,0.029296875,48536576.0,0.0,0.0
4098.080580394,-0.0005347375990822911,0.0,0.0,48790528.0,1773983391.394718,21991.446596876387,290.5888366699219,24.7734375,0.0,0.0,0.0,0.0,5.381478331401013e-06,"{'_type': 'html-file', 'sha256': 'f9bc0b96305eb64a9eff21cf40d8c192336cf3f286becdbfaa789be53ed81f33', 'path': 'media/html/render_48790528_f9bc0b96305eb64a9eff.html', 'size': 4705193.0}",0.0,3.1117310117512176e-11,0.0,48790528.0,0.0,0.0
4113.859802733,-0.0007356207934208214,0.0,0.0,49044480.0,1773983391.6073139,21939.555183810364,294.9768371582031,23.509765625,0.0,0.0,0.0,0.0,8.802663614915218e-06,,0.0,3.105878401687967e-11,0.0,49044480.0,0.0,0.0
4129.394631284,-0.0010123220272362232,0.0,0.0,49298432.0,1773983407.1733427,21903.938161476577,295.40081787109375,21.6953125,0.0,0.0,0.0,0.0,1.136911851062905e-05,,0.0,3.0997822364486893e-11,0.0,49298432.0,0.0,0.0
4144.93057309,-0.0008803189848549664,0.0,0.0,49552384.0,1773983422.7082634,21958.90504655624,295.9171142578125,19.689453125,0.0,0.0,0.0,0.0,9.902458259603009e-06,,0.0,3.098934650558327e-11,0.0,49552384.0,0.0,0.0
4160.443442276,-0.0011296713491901755,0.0,0.001953125,49806336.0,1773983438.244187,21949.261808533538,284.8302001953125,25.9609375,0.0,0.0,0.00390625,0.0,1.0879662113438826e-05,,0.0,3.095844067213527e-11,0.00390625,49806336.0,0.0,0.0
4203.573223781,-0.0013868357054889202,0.0,0.0,50060288.0,1773983496.88738,21995.493764103245,281.46148681640625,25.595703125,0.0,0.0,0.0,0.0,1.7597119949641638e-05,"{'path': 'media/html/render_50060288_0310504d3a334e98b5e0.html', 'size': 4709213.0, '_type': 'html-file', 'sha256': '0310504d3a334e98b5e0cb1685821e60349858b70c8c6a8bb55d98ed3944f457'}",0.0,3.0979642462458656e-11,0.0,50060288.0,0.0,0.0
4219.37895233,-0.0013951314613223076,0.0,0.001953125,50314240.0,1773983497.1095886,21980.141770228758,289.22393798828125,24.115234375,0.0,0.0,0.001953125,0.0,9.659466741140932e-06,,0.0,3.0971628039999644e-11,0.001953125,50314240.0,0.0,0.0
4234.913800558,-0.0012586486991494894,0.0,0.00390625,50568192.0,1773983512.6925106,21880.36882387295,289.72076416015625,24.50390625,0.0,0.0,0.021484375,0.0,1.5885882021393627e-05,,0.0,3.1006527206889345e-11,0.021484375,50568192.0,0.0,0.0
4250.433849703,-0.0010744563769549131,0.0,0.001953125,50822144.0,1773983528.2274191,21957.698216561457,289.6199645996094,25.70703125,0.0,0.0,0.005859375,0.0,9.048272659128997e-06,,0.0,3.102860676729158e-11,0.005859375,50822144.0,0.0,0.0
4251.247898634,-0.0015951161039993167,0.0,0.001953125,51076096.0,1773983543.7474303,21982.62582950135,291.826904296875,23.103515625,0.0,0.0,0.009765625,0.0,2.126002982549835e-05,,0.0,3.104949977683624e-11,0.009765625,51076096.0,0.0,0.0
