render,eval/episode_success,eval/episode_success_easy,eval/episode_reward,eval/episode_reward_near,eval/episode_reward_survive,_step,eval/episode_success_any,_runtime,eval/episode_reward_dist,eval/episode_success_hard,training/log_alpha,eval/episode_reward_ctrl,training/alpha_loss,_timestamp,training/critic_loss,training/sps,eval/episode_dist,step,training/actor_loss,training/entropy
,0.0,15.0859375,0.0,0.0,0.0,24411136.0,0.0,2056.117997585,0.0,0.0,0.0,0.0,5.165988123390086e-11,1774019844.7180839,2.694302202144172e-05,21980.820793491468,217.53936767578125,24411136.0,-0.002783001633360982,0.0
"{'path': 'media/html/render_24665088_782ab85635ac2481f765.html', 'size': 4716389.0, '_type': 'html-file', 'sha256': '782ab85635ac2481f7658abb3d0d13845348d762576faf42b99b9ca8010ecd87'}",0.0,15.556640625,0.0,0.0,0.0,24665088.0,0.0,2098.011324055,0.0,0.0,0.0,0.0,5.029237443165968e-11,1774019902.106696,2.7414645956014283e-05,22022.256496859103,221.40689086914062,24665088.0,-0.002428334904834628,0.0
,0.0,15.900390625,0.0,0.0,0.0,24919040.0,0.0,2113.753648746,0.0,0.0,0.0,0.0,4.891422683561686e-11,1774019902.3220124,2.632503310451284e-05,22038.67646696859,224.3266143798828,24919040.0,-0.002396032679826021,0.0
,0.0,19.34375,0.0,0.0,0.0,25172992.0,0.0,2129.24908303,0.0,0.0,0.0,0.0,4.754437468723616e-11,1774019917.8486543,1.78806822077604e-05,21980.047880534075,228.34300231933594,25172992.0,-0.0019197522196918726,0.0
,0.0,18.140625,0.0,0.0,0.0,25426944.0,0.0,2144.7474953,0.0,0.0,0.0,0.0,4.619825355600682e-11,1774019933.3439023,2.1302368622855283e-05,22033.745535399932,235.8667755126953,25426944.0,-0.0018528769724071026,0.0
,0.01953125,18.05859375,0.01953125,0.0,0.0,25680896.0,0.001953125,2160.26885441,0.0,0.0,0.0,0.0,4.4869882115383675e-11,1774019948.84232,2.496772685844917e-05,22020.920683271477,243.16213989257812,25680896.0,-0.0020434451289474964,0.0
"{'path': 'media/html/render_25934848_55258543ff7cdb6f4d60.html', 'size': 4710721.0, '_type': 'html-file', 'sha256': '55258543ff7cdb6f4d60d4218963918242786934e8ad5aafb33d0afc95af55f6'}",0.0,19.443359375,0.0,0.0,0.0,25934848.0,0.0,2202.219497638,0.0,0.0,0.0,0.0,4.357386673703445e-11,1774020006.314865,2.350659815419931e-05,21977.96210330509,250.27249145507812,25934848.0,-0.002382436068728566,0.0
,0.0,17.62890625,0.0,0.0,0.0,26188800.0,0.0,2217.995221531,0.0,0.0,0.0,0.0,4.230510386449282e-11,1774020006.536458,2.1176794689381495e-05,22022.429973293805,254.66110229492188,26188800.0,-0.0019400905584916472,0.0
,0.0234375,17.958984375,0.0234375,0.0,0.0,26442752.0,0.001953125,2233.505071137,0.0,0.0,0.0,0.0,4.1070459533276704e-11,1774020022.0901427,2.594392208266072e-05,21931.454672273838,249.14605712890625,26442752.0,-0.0021972612012177706,0.0
,0.0,19.87109375,0.0,0.0,0.0,26696704.0,0.0,2249.026133268,0.0,0.0,0.0,0.0,3.986529856225829e-11,1774020037.5999548,1.5309053196688183e-05,22010.10128695271,250.9829864501953,26696704.0,-0.0017324421787634492,0.0
,0.0,20.3828125,0.0,0.0,0.0,26950656.0,0.0,2264.52427626,0.0,0.0,0.0,0.0,3.86982772215827e-11,1774020053.120951,1.94592030311469e-05,21976.688336676616,253.9457244873047,26950656.0,-0.001629266538657248,0.0
"{'sha256': '53078a908b1f274698f16a69915c977af33096a7f0023378a9091eb7fb34e070', 'path': 'media/html/render_27204608_53078a908b1f274698f1.html', 'size': 4718873.0, '_type': 'html-file'}",0.0,21.298828125,0.0,0.0,0.0,27204608.0,0.0,2306.440233683,0.0,0.0,0.0,0.0,3.755959432361067e-11,1774020110.5356162,1.9701403289218433e-05,22020.43584214802,251.83651733398438,27204608.0,-0.0016020805342122912,0.0
,0.015625,19.77734375,0.015625,0.0,0.0,27458560.0,0.00390625,2322.198907102,0.0,0.0,0.0,0.0,3.6451917873048245e-11,1774020110.7656362,1.6770774891483597e-05,22018.834879972084,261.8352355957031,27458560.0,-0.001526993582956493,0.0
,0.009765625,22.330078125,0.009765625,0.0,0.0,27712512.0,0.001953125,2337.705751893,0.0,0.0,0.0,0.0,3.5375893187028495e-11,1774020126.2938447,1.187790167023195e-05,21978.118556877802,259.6495361328125,27712512.0,-0.0013507945695891976,0.0
,0.005859375,21.5625,0.005859375,0.0,0.0,27966464.0,0.001953125,2353.200023843,0.0,0.0,0.0,0.0,3.432818265758364e-11,1774020141.8006341,1.9698205505847e-05,22011.993015360982,263.8621520996094,27966464.0,-0.0014513989444822073,0.0
,0.0,19.806640625,0.0,0.0,0.0,28220416.0,0.0,2368.703220599,0.0,0.0,0.0,0.0,3.331215511770402e-11,1774020157.294993,1.1752204954973422e-05,22032.479422592238,272.7149658203125,28220416.0,-0.0013051682617515326,0.0
"{'path': 'media/html/render_28474368_af1e9decc763f29c5ec4.html', 'size': 4722753.0, '_type': 'html-file', 'sha256': 'af1e9decc763f29c5ec4363d58e0a6387061b8366736e4c46b1a68178e8f0adc'}",0.0,22.5859375,0.0,0.0,0.0,28474368.0,0.0,2410.685009968,0.0,0.0,0.0,0.0,3.2030520596970646e-11,1774020214.780413,9.305527782998979e-06,22008.245807753257,304.09625244140625,28474368.0,-0.0008460351382382214,0.0
,0.0,27.162109375,0.0,0.0,0.0,28728320.0,0.0,2426.414620344,0.0,0.0,0.0,0.0,3.184364577579757e-11,1774020214.9914832,1.4071802979742642e-05,22044.175762931707,278.2193603515625,28728320.0,-0.001100270776078105,0.0
,0.0,23.3515625,0.0,0.0,0.0,28982272.0,0.0,2441.944253971,0.0,0.0,0.0,0.0,3.1853283899430096e-11,1774020230.5095584,7.346063284785487e-06,21993.224769222797,281.74713134765625,28982272.0,-0.0007918782066553831,0.0
,0.005859375,23.5078125,0.005859375,0.0,0.0,29236224.0,0.001953125,2457.435956977,0.0,0.0,0.0,0.0,3.183887528623863e-11,1774020246.0390432,1.0890350495174062e-05,22019.063379523224,279.47662353515625,29236224.0,-0.0008571238140575588,0.0
,0.025390625,23.486328125,0.025390625,0.0,0.0,29490176.0,0.005859375,2472.925277308,0.0,0.0,0.0,0.0,3.183082269986315e-11,1774020261.5303497,1.3214165846875403e-05,22033.184016010895,277.32061767578125,29490176.0,-0.0009338176460005343,0.0
"{'size': 4734817.0, '_type': 'html-file', 'sha256': 'a4ae79cbaa92b5b5c100ef8d0c8d6095f007ed87fa38d4d63c9ffac7b4d0e7b6', 'path': 'media/html/render_29744128_a4ae79cbaa92b5b5c100.html'}",0.0,21.123046875,0.0,0.0,0.0,29744128.0,0.0,2514.840783908,0.0,0.0,0.0,0.0,3.1688728030498936e-11,1774020318.936251,1.9694962247740477e-05,22039.850715022887,273.08782958984375,29744128.0,-0.0015742362011224031,0.0
,0.029296875,20.4765625,0.029296875,0.0,0.0,29998080.0,0.001953125,2530.57067461,0.0,0.0,0.0,0.0,3.102302095769893e-11,1774020319.149627,2.017667611653451e-05,22059.287061591993,303.6279296875,29998080.0,-0.0015620311023667455,0.0
,0.017578125,21.708984375,0.017578125,0.0,0.0,30252032.0,0.001953125,2546.064938318,0.0,0.0,0.0,0.0,3.139669080276519e-11,1774020334.6655588,1.8103341062669642e-05,22009.532785818377,285.17022705078125,30252032.0,-0.001707225339487195,0.0
,0.00390625,22.923828125,0.00390625,0.0,0.0,30505984.0,0.001953125,2561.555516722,0.0,0.0,0.0,0.0,3.1546494583256646e-11,1774020350.1598125,1.7124695659731515e-05,22034.236888343887,287.8544921875,30505984.0,-0.001631026272661984,0.0
,0.015625,21.318359375,0.015625,0.0,0.0,30759936.0,0.001953125,2577.034314992,0.0,0.0,0.0,0.0,3.162151790414569e-11,1774020365.649905,3.019196810782887e-05,22044.267920153346,281.43353271484375,30759936.0,-0.0022185028064996004,0.0
"{'sha256': 'a4c74a4624bc526a8b830897cd4ce416da63cd7500369a65bec53b7d4010dcd2', 'path': 'media/html/render_31013888_a4c74a4624bc526a8b83.html', 'size': 4728057.0, '_type': 'html-file'}",0.029296875,24.68359375,0.029296875,0.0,0.0,31013888.0,0.0078125,2617.922147255,0.0,0.0,0.0,0.0,3.167070425358354e-11,1774020422.0175052,3.2770367397461087e-05,22059.805595871956,272.9181213378906,31013888.0,-0.002762658055871725,0.0
,0.001953125,22.232421875,0.001953125,0.0,0.0,31267840.0,0.001953125,2633.663695861,0.0,0.0,0.0,0.0,3.1702473979322576e-11,1774020422.2537982,2.9835237000952475e-05,22032.137168700716,277.4951171875,31267840.0,-0.0028465730138123035,0.0
,0.0,20.88671875,0.0,0.0,0.0,31521792.0,0.0,2649.158557241,0.0,0.0,0.0,0.0,3.172718338051439e-11,1774020437.7587135,3.3260235795751214e-05,22033.309352679007,273.5776672363281,31521792.0,-0.0031889111269265413,0.0
,0.01953125,21.6484375,0.01953125,0.0,0.0,31775744.0,0.00390625,2664.631468431,0.0,0.0,0.0,0.0,3.17499290747314e-11,1774020453.253429,3.813441435340792e-05,22024.96413354216,280.15692138671875,31775744.0,-0.003362154122442007,0.0
,0.0,21.802734375,0.0,0.0,0.0,32029696.0,0.0,2680.127257816,0.0,0.0,0.0,0.0,3.1773524783451634e-11,1774020468.726326,4.314818579587154e-05,22070.102290759216,278.98309326171875,32029696.0,-0.0037488634698092937,0.0
"{'path': 'media/html/render_32283648_20815b962ad76ada6b74.html', 'size': 4718197.0, '_type': 'html-file', 'sha256': '20815b962ad76ada6b744090ec59e80808c0530f9c1e23ca4c0b53549bcd0d5b'}",0.015625,19.890625,0.015625,0.0,0.0,32283648.0,0.00390625,2722.177227571,0.0,0.0,0.0,0.0,3.1787166648866716e-11,1774020526.2726605,4.876445746049285e-05,22035.664123989518,277.29620361328125,32283648.0,-0.004357079975306988,0.0
,0.005859375,20.12890625,0.005859375,0.0,0.0,32537600.0,0.001953125,2737.932292248,0.0,0.0,0.0,0.0,3.180415653059043e-11,1774020526.4856205,4.375623393571004e-05,22054.155115502053,272.47698974609375,32537600.0,-0.004032519645988941,0.0
,0.0078125,21.65234375,0.0078125,0.0,0.0,32791552.0,0.001953125,2753.402699691,0.0,0.0,0.0,0.0,3.1816677764640033e-11,1774020542.0272202,5.1334853196749464e-05,21965.636031489816,280.2581787109375,32791552.0,-0.004474496003240347,0.0
,0.009765625,22.85546875,0.009765625,0.0,0.0,33045504.0,0.001953125,2768.889584314,0.0,0.0,0.0,0.0,3.18171496094255e-11,1774020557.4976594,5.96604950260371e-05,22076.339280161937,281.7071838378906,33045504.0,-0.0056908391416072845,0.0
,0.0,21.0546875,0.0,0.0,0.0,33299456.0,0.0,2784.384954159,0.0,0.0,0.0,0.0,3.18216772376978e-11,1774020572.9843948,5.6949844292830676e-05,22049.560497094728,283.0946960449219,33299456.0,-0.005405083764344454,0.0
"{'path': 'media/html/render_33553408_27bbfb1b4724c3d903a3.html', 'size': 4719785.0, '_type': 'html-file', 'sha256': '27bbfb1b4724c3d903a3280c601178dd7980aff2f1effacb427a5335a36e6e4d'}",0.001953125,22.365234375,0.001953125,0.0,0.0,33553408.0,0.001953125,2826.368033168,0.0,0.0,0.0,0.0,3.1821049267799495e-11,1774020630.4634976,5.8560719480738044e-05,22033.756930164338,272.49456787109375,33553408.0,-0.005715162958949804,0.0
,0.01171875,21.640625,0.01171875,0.0,0.0,33807360.0,0.00390625,2842.108485961,0.0,0.0,0.0,0.0,3.1819397811050365e-11,1774020630.6817374,6.0260343161644414e-05,22040.10655809279,274.2763366699219,33807360.0,-0.005548194050788879,0.0
,0.0,23.28125,0.0,0.0,0.0,34061312.0,0.0,2857.6089723,0.0,0.0,0.0,0.0,3.1816466128375964e-11,1774020646.2033615,5.501052146428265e-05,22001.00470163621,289.8991394042969,34061312.0,-0.00554814375936985,0.0
,0.013671875,25.5390625,0.013671875,0.0,0.0,34315264.0,0.001953125,2873.084446209,0.0,0.0,0.0,0.0,3.1819182705339344e-11,1774020661.703799,7.661861309316009e-05,22019.62873146408,266.8830871582031,34315264.0,-0.006351760122925043,0.0
,0.0,19.599609375,0.0,0.0,0.0,34569216.0,0.0,2888.587251062,0.0,0.0,0.0,0.0,3.181642102556559e-11,1774020677.1793666,6.112435221439227e-05,22060.283034451528,285.42413330078125,34569216.0,-0.0062067885883152485,0.0
"{'path': 'media/html/render_34823168_882ca7c1a32ebb8ef860.html', 'size': 4721629.0, '_type': 'html-file', 'sha256': '882ca7c1a32ebb8ef860c434bf98b287ea92ce9239ef25affeb0436d38529506'}",0.0,20.12109375,0.0,0.0,0.0,34823168.0,0.0,2930.82962418,0.0,0.0,0.0,0.0,3.1786507453945845e-11,1774020734.925081,6.087955625844188e-05,22019.82492720798,280.1246337890625,34823168.0,-0.005996133666485548,0.0
,0.0,19.150390625,0.0,0.0,0.0,35077120.0,0.0,2946.602931808,0.0,0.0,0.0,0.0,3.1730246902172965e-11,1774020735.1526463,6.0398280766094103e-05,22049.96171943812,274.5182189941406,35077120.0,-0.0060292878188192844,0.0
,0.009765625,20.619140625,0.009765625,0.0,0.0,35331072.0,0.001953125,2962.084969549,0.0,0.0,0.0,0.0,3.174545695761033e-11,1774020750.6978657,6.611875141970813e-05,21963.532608359677,277.41461181640625,35331072.0,-0.005887816660106182,0.0
,0.0,23.37890625,0.0,0.0,0.0,35585024.0,0.0,2977.585728426,0.0,0.0,0.0,0.0,3.1758255747416086e-11,1774020766.1798704,6.576786108780652e-05,22050.289007179814,268.2445068359375,35585024.0,-0.006075927056372166,0.0
,0.0,22.740234375,0.0,0.0,0.0,35838976.0,0.0,2993.070227724,0.0,0.0,0.0,0.0,3.177490215389156e-11,1774020781.680386,6.723144906572998e-05,22021.099601867743,272.71826171875,35838976.0,-0.00656440295279026,0.0
"{'path': 'media/html/render_36092928_a6c1b0952c341de2c4a2.html', 'size': 4722305.0, '_type': 'html-file', 'sha256': 'a6c1b0952c341de2c4a2e01688eb687e4e85657b151649ecd45d636b3f0bb475'}",0.0,18.83984375,0.0,0.0,0.0,36092928.0,0.0,3034.00573169,0.0,0.0,0.0,0.0,3.178449517471371e-11,1774020838.1011848,5.77163154957816e-05,22050.92809074992,277.342529296875,36092928.0,-0.0059131416492164135,0.0
,0.0,19.873046875,0.0,0.0,0.0,36346880.0,0.0,3049.749174291,0.0,0.0,0.0,0.0,3.179626353877474e-11,1774020838.319372,7.527952402597293e-05,22030.156315445052,273.31402587890625,36346880.0,-0.006144977640360594,0.0
,0.0,19.19921875,0.0,0.0,0.0,36600832.0,0.0,3065.224046641,0.0,0.0,0.0,0.0,3.180385121925866e-11,1774020853.8440912,5.7961486163549125e-05,21989.81988462916,274.9903259277344,36600832.0,-0.0061076730489730835,0.0
,0.0,19.7421875,0.0,0.0,0.0,36854784.0,0.0,3080.704701647,0.0,0.0,0.0,0.0,3.180301161309629e-11,1774020869.3189578,5.527274697669782e-05,22064.719403990344,282.14971923828125,36854784.0,-0.005476788617670536,0.0
,0.0,20.595703125,0.0,0.0,0.0,37108736.0,0.0,3096.198109783,0.0,0.0,0.0,0.0,3.18058704373847e-11,1774020884.7991269,3.985956936958246e-05,22056.247616126926,276.45843505859375,37108736.0,-0.004393433686345816,0.0
"{'path': 'media/html/render_37362688_eefda148d0c0f484b8f8.html', 'size': 4721813.0, '_type': 'html-file', 'sha256': 'eefda148d0c0f484b8f8abaced6af367361fcda5e66fa62d064c9e2ddeb51d15'}",0.0,22.927734375,0.0,0.0,0.0,37362688.0,0.0,3138.4747369,0.0,0.0,0.0,0.0,3.181132093854622e-11,1774020942.5700746,4.912575604976155e-05,22033.38820156819,268.19464111328125,37362688.0,-0.004443800076842308,0.0
,0.001953125,23.36328125,0.001953125,0.0,0.0,37616640.0,0.001953125,3154.237165346,0.0,0.0,0.0,0.0,3.180825394744069e-11,1774020942.8033767,4.375976641313173e-05,22049.194890814295,272.05548095703125,37616640.0,-0.004149124026298523,0.0
,0.01171875,23.1484375,0.01171875,0.0,0.0,37870592.0,0.001953125,3169.734307247,0.0,0.0,0.0,0.0,3.1808514155962087e-11,1774020958.332101,5.267300002742559e-05,21980.539563002512,269.3553466796875,37870592.0,-0.004659891128540039,0.0
,0.0,21.267578125,0.0,0.0,0.0,38124544.0,0.0,3185.210227265,0.0,0.0,0.0,0.0,3.181318750100637e-11,1774020973.829047,4.4622229324886575e-05,22029.898425171672,277.4492492675781,38124544.0,-0.004630439914762974,0.0
,0.0,20.392578125,0.0,0.0,0.0,38378496.0,0.0,3200.690777944,0.0,0.0,0.0,0.0,3.1814745282687795e-11,1774020989.3050907,3.837468466372229e-05,22062.952045461843,282.6658935546875,38378496.0,-0.0038651395589113235,0.0
"{'size': 4721677.0, '_type': 'html-file', 'sha256': '842ef57209028225bfce02dac653a5df9369715721369312ab332adf9babf89a', 'path': 'media/html/render_38632448_842ef57209028225bfce.html'}",0.00390625,22.4453125,0.00390625,0.0,0.0,38632448.0,0.001953125,3241.469374146,0.0,0.0,0.0,0.0,3.181106419947177e-11,1774021045.5648222,4.8879646783461794e-05,22055.28351860857,270.5531921386719,38632448.0,-0.004188443999737501,0.0
,0.013671875,21.69921875,0.013671875,0.0,0.0,38886400.0,0.001953125,3257.232211929,0.0,0.0,0.0,0.0,3.181222993364763e-11,1774021045.7890801,4.277993139112368e-05,22054.64555252395,276.53509521484375,38886400.0,-0.004337795544415712,0.0
,0.0,18.767578125,0.0,0.0,0.0,39140352.0,0.0,3272.731485367,0.0,0.0,0.0,0.0,3.181269137009224e-11,1774021061.3268876,3.777031088247895e-05,22024.758737831686,286.28045654296875,39140352.0,-0.0037796981632709503,0.0
,0.0,24.19140625,0.0,0.0,0.0,39394304.0,0.0,3288.216752099,0.0,0.0,0.0,0.0,3.181317362321856e-11,1774021076.8263614,3.4959557524416596e-05,22021.7552063015,270.84295654296875,39394304.0,-0.0032310415990650654,0.0
,0.009765625,23.544921875,0.009765625,0.0,0.0,39648256.0,0.00390625,3303.706018896,0.0,0.0,0.0,0.0,3.149398450363883e-11,1774021092.311577,4.290024298825301e-05,22042.87971254058,275.90179443359375,39648256.0,-0.003881225362420082,0.0
"{'path': 'media/html/render_39902208_86b3803d2854a20b87d9.html', 'size': 4726253.0, '_type': 'html-file', 'sha256': '86b3803d2854a20b87d9f3f15ed158b712059ca0485c3c3ad86f48cd6361dd40'}",0.00390625,26.98828125,0.00390625,0.0,0.0,39902208.0,0.001953125,3345.816240793,0.0,0.0,0.0,0.0,3.1384211202079015e-11,1774021149.9117017,3.325358193251304e-05,22034.75151060816,269.3651428222656,39902208.0,-0.0034822013694792986,0.0
,0.0,21.591796875,0.0,0.0,0.0,40156160.0,0.0,3361.542175091,0.0,0.0,0.0,0.0,3.142812399214989e-11,1774021150.1211195,4.678974437410943e-05,22072.169003696614,279.327392578125,40156160.0,-0.003617544425651431,0.0
,0.01953125,21.353515625,0.01953125,0.0,0.0,40410112.0,0.00390625,3377.025759149,0.0,0.0,0.0,0.0,3.146742241777467e-11,1774021165.6371336,4.58331051049754e-05,22007.651938594554,279.94757080078125,40410112.0,-0.004213087260723114,0.0
,0.017578125,20.17578125,0.017578125,0.0,0.0,40664064.0,0.00390625,3392.526613156,0.0,0.0,0.0,0.0,3.1484228418809934e-11,1774021181.1207314,4.216423985781148e-05,22054.536412417092,283.2189636230469,40664064.0,-0.004240680951625109,0.0
,0.0,22.32421875,0.0,0.0,0.0,40918016.0,0.0,3408.014143469,0.0,0.0,0.0,0.0,3.153046920778557e-11,1774021196.6215324,5.3157451475271955e-05,22021.741092183798,280.2537841796875,40918016.0,-0.004561836831271648,0.0
"{'path': 'media/html/render_41171968_52c8c304ca27e57f1455.html', 'size': 4723425.0, '_type': 'html-file', 'sha256': '52c8c304ca27e57f1455e98433968c0e2cf2ee9815a2daed4fbf07e18f646359'}",0.0,21.111328125,0.0,0.0,0.0,41171968.0,0.0,3450.554942439,0.0,0.0,0.0,0.0,3.155524105902252e-11,1774021254.6504104,4.0710561734158546e-05,22040.817112425702,272.7441101074219,41171968.0,-0.00430468562990427,0.0
,0.0,17.8203125,0.0,0.0,0.0,41425920.0,0.0,3466.303649192,0.0,0.0,0.0,0.0,3.1580335568826e-11,1774021254.8716986,3.7282417906681076e-05,22014.830080246564,287.73712158203125,41425920.0,-0.003670447738841176,0.0
,0.0,22.369140625,0.0,0.0,0.0,41679872.0,0.0,3481.797465,0.0,0.0,0.0,0.0,3.1599684674477047e-11,1774021270.3985224,3.973058846895583e-05,21987.716366372773,273.2622985839844,41679872.0,-0.003946337383240461,0.0
,0.0,18.431640625,0.0,0.0,0.0,41933824.0,0.0,3497.264913915,0.0,0.0,0.0,0.0,3.115855143343005e-11,1774021285.8923402,3.921868119505234e-05,22043.39245765706,232.44772338867188,41933824.0,-0.0035462602972984314,0.0
,0.0,14.83203125,0.0,0.0,0.0,42187776.0,0.0,3512.756310777,0.0,0.0,0.0,0.0,3.100875112238555e-11,1774021301.3598144,4.97263899887912e-05,22082.322050012044,237.12289428710938,42187776.0,-0.0041667390614748,0.0
"{'_type': 'html-file', 'sha256': '0116af919949a9b64cd5e16916abf2470a562122c3291a67be00c28e2f96c385', 'path': 'media/html/render_42441728_0116af919949a9b64cd5.html', 'size': 4707325.0}",0.005859375,16.451171875,0.005859375,0.0,0.0,42441728.0,0.001953125,3553.703952961,0.0,0.0,0.0,0.0,3.1103473963067785e-11,1774021357.7993977,4.033761069877073e-05,22040.975830436237,234.0059051513672,42441728.0,-0.004302837420254946,0.0
,0.0,16.875,0.0,0.0,0.0,42695680.0,0.0,3569.469004555,0.0,0.0,0.0,0.0,3.118419411585194e-11,1774021358.0278704,3.813795774476603e-05,22062.82728531099,223.5110626220703,42695680.0,-0.003873939858749509,0.0
,0.0,17.357421875,0.0,0.0,0.0,42949632.0,0.0,3584.962575812,0.0,0.0,0.0,0.0,3.124218592165384e-11,1774021373.5636864,3.861625009449199e-05,21975.34489734593,236.95327758789062,42949632.0,-0.0033031655475497246,0.0
,0.0,15.470703125,0.0,0.0,0.0,43203584.0,0.0,3600.452868268,0.0,0.0,0.0,0.0,3.1301114478132774e-11,1774021389.0574448,3.911034218617715e-05,22037.081514112706,241.0832977294922,43203584.0,-0.003738628001883626,0.0
,0.0,15.724609375,0.0,0.0,0.0,43457536.0,0.0,3615.93736057,0.0,0.0,0.0,0.0,3.1357111351937306e-11,1774021404.5476425,3.26418703480158e-05,22043.624660579175,241.92791748046875,43457536.0,-0.003419546177610755,0.0
"{'size': 4722677.0, '_type': 'html-file', 'sha256': '9349d3d05d5dc6b0d88e897b9352568fe7973c6f10dd7da37393289441984a30', 'path': 'media/html/render_43711488_9349d3d05d5dc6b0d88e.html'}",0.0,17.39453125,0.0,0.0,0.0,43711488.0,0.0,3658.416875578,0.0,0.0,0.0,0.0,3.1403851741274025e-11,1774021462.5122626,3.2270971132675186e-05,22048.05204999429,238.8285369873047,43711488.0,-0.0030960312578827143,0.0
,0.0,25.056640625,0.0,0.0,0.0,43965440.0,0.0,3674.176103843,0.0,0.0,0.0,0.0,3.1198807426413566e-11,1774021462.7394404,2.7380194296711124e-05,22038.828314138664,256.630615234375,43965440.0,-0.0025324004236608744,0.0
,0.013671875,20.935546875,0.013671875,0.0,0.0,44219392.0,0.00390625,3689.667091409,0.0,0.0,0.0,0.0,3.018858774073152e-11,1774021478.2708962,3.129167453153059e-05,21972.153130793686,255.8892364501953,44219392.0,-0.002929585985839367,0.0
,0.0,19.166015625,0.0,0.0,0.0,44473344.0,0.0,3705.157137815,0.0,0.0,0.0,0.0,3.0763318975557397e-11,1774021493.7619743,2.8359867428662255e-05,22046.364020662673,243.26780700683594,44473344.0,-0.0027210633270442486,0.0
,0.0,16.81640625,0.0,0.0,0.0,44727296.0,0.0,3720.640764411,0.0,0.0,0.0,0.0,3.099136572370931e-11,1774021509.252106,3.750680116354488e-05,22033.176267972758,229.62088012695312,44727296.0,-0.002902187407016754,0.0
"{'size': 4713429.0, '_type': 'html-file', 'sha256': 'ed2eeda63b37ecfdf9d7d545636f8a32922715b0bb047f6144388b64e4232bb1', 'path': 'media/html/render_44981248_ed2eeda63b37ecfdf9d7.html'}",0.0,19.21875,0.0,0.0,0.0,44981248.0,0.0,3763.101194372,0.0,0.0,0.0,0.0,3.109670160261757e-11,1774021567.196678,3.2758311135694385e-05,22054.760173631727,225.83193969726562,44981248.0,-0.003240527817979455,0.0
,0.009765625,20.8203125,0.009765625,0.0,0.0,45235200.0,0.001953125,3778.841364186,0.0,0.0,0.0,0.0,3.070842885533054e-11,1774021567.4116411,3.141280103591271e-05,22035.03185083058,233.0939178466797,45235200.0,-0.002880343934521079,0.0
,0.00390625,18.732421875,0.00390625,0.0,0.0,45489152.0,0.001953125,3794.32427676,0.0,0.0,0.0,0.0,3.057186448440774e-11,1774021582.9361463,1.992656325455755e-05,21993.40732515133,231.7666015625,45489152.0,-0.002137898001819849,0.0
,0.0078125,19.427734375,0.0078125,0.0,0.0,45743104.0,0.001953125,3809.814686481,0.0,0.0,0.0,0.0,3.071531917697712e-11,1774021598.4192805,2.7372398108127527e-05,22056.965606125024,225.35598754882812,45743104.0,-0.002202096628025174,0.0
,0.0,17.77734375,0.0,0.0,0.0,45997056.0,0.0,3825.296798623,0.0,0.0,0.0,0.0,3.081459740150727e-11,1774021613.9095204,3.2993280910886824e-05,22042.514327774454,232.5118865966797,45997056.0,-0.0026312361005693674,0.0
"{'size': 4706825.0, '_type': 'html-file', 'sha256': '1306aaae097f7cbf6ec3d03f273ab4bbd2bddf159e796e1e6661977cb0833d33', 'path': 'media/html/render_46251008_1306aaae097f7cbf6ec3.html'}",0.0234375,18.720703125,0.0234375,0.0,0.0,46251008.0,0.001953125,3866.343984819,0.0,0.0,0.0,0.0,3.090231195934656e-11,1774021670.4394474,3.5074441257165745e-05,22051.075541718703,233.1361083984375,46251008.0,-0.002835272578522563,0.0
,0.01171875,21.017578125,0.01171875,0.0,0.0,46504960.0,0.001953125,3882.082485814,0.0,0.0,0.0,0.0,3.0576225579226346e-11,1774021670.6569054,3.142070636386052e-05,22042.39709702673,250.865966796875,46504960.0,-0.0031745582818984985,0.0
,0.01171875,19.513671875,0.01171875,0.0,0.0,46758912.0,0.00390625,3897.575400881,0.0,0.0,0.0,0.0,3.049040533942282e-11,1774021686.1772685,4.3756455852417275e-05,21997.984929254035,266.666015625,46758912.0,-0.003470770316198468,0.0
,0.001953125,20.421875,0.001953125,0.0,0.0,47012864.0,0.001953125,3913.063277863,0.0,0.0,0.0,0.0,3.063849868256696e-11,1774021701.670202,3.9242244383785874e-05,22038.98700350734,264.8695068359375,47012864.0,-0.003398059168830514,0.0
,0.0078125,19.6796875,0.0078125,0.0,0.0,47266816.0,0.001953125,3928.533335295,0.0,0.0,0.0,0.0,3.0743175366554354e-11,1774021717.1579669,3.801672937697731e-05,22042.70043984955,266.5439453125,47266816.0,-0.0034646079875528812,0.0
"{'sha256': '171b3b6ce1632402df6672bb8e848b002aa1374b21956fe8e9064a9e7ce45f51', 'path': 'media/html/render_47520768_171b3b6ce1632402df66.html', 'size': 4719697.0, '_type': 'html-file'}",0.0,20.07421875,0.0,0.0,0.0,47520768.0,0.0,3971.160848309,0.0,0.0,0.0,0.0,3.082662250464274e-11,1774021775.2563055,5.769425115431659e-05,22079.098677051526,270.6096496582031,47520768.0,-0.0043740724213421345,0.0
,0.009765625,21.53125,0.009765625,0.0,0.0,47774720.0,0.001953125,3986.900535733,0.0,0.0,0.0,0.0,3.0897791269968167e-11,1774021775.4804606,5.698511449736543e-05,22067.3305121702,259.6605224609375,47774720.0,-0.004940943792462349,0.0
