training/sps,training/actor_loss,training/entropy,_runtime,eval/episode_reward_ctrl,eval/episode_success_easy,eval/episode_reward_dist,eval/episode_success,eval/episode_reward,training/alpha_loss,render,_timestamp,eval/episode_dist,eval/episode_success_hard,eval/episode_reward_near,training/critic_loss,eval/episode_reward_survive,eval/episode_success_any,step,training/log_alpha,_step
33329.606250678626,-6.293264596024528e-05,0.0,2681.97947645,0.0,11.93359375,0.0,0.0,0.0,0.0,,1774341475.0103638,120.85369873046875,0.0,0.0,1.2244611298228847e-06,0.0,0.0,39394304.0,0.0,39394304.0
33369.80376334528,-7.577009091619402e-05,0.0,2693.518685697,0.0,10.171875,0.0,0.0,0.0,0.0,,1774341486.5635397,123.90946960449219,0.0,0.0,2.6919237825495657e-06,0.0,0.0,39648256.0,0.0,39648256.0
33385.121141810174,-5.4786811233498156e-05,0.0,2732.192891052,0.0,10.693359375,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_39902208_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774341536.777457,120.30119323730469,0.0,0.0,1.2243572200532071e-06,0.0,0.0,39902208.0,0.0,39902208.0
33409.067195280615,-3.679418659885414e-05,0.0,2744.08143444,0.0,10.736328125,0.0,0.005859375,0.005859375,0.0,,1774341537.0430279,121.68415832519531,0.0,0.0,9.794430297915824e-07,0.0,0.001953125,40156160.0,0.0,40156160.0
33227.556540573125,-1.778738987923134e-05,0.0,2755.62500672,0.0,10.580078125,0.0,0.001953125,0.001953125,0.0,,1774341548.66564,122.7789077758789,0.0,0.0,2.45133179532786e-07,0.0,0.001953125,40410112.0,0.0,40410112.0
33417.46817386716,-1.7985024896916002e-05,0.0,2767.164818179,0.0,10.626953125,0.0,0.0,0.0,0.0,,1774341560.2091374,121.06698608398438,0.0,0.0,7.351744102379598e-07,0.0,0.0,40664064.0,0.0,40664064.0
33376.94872928731,-5.272057751426473e-05,0.0,2778.722467805,0.0,11.380859375,0.0,0.0,0.0,0.0,,1774341571.7490056,119.22120666503906,0.0,0.0,2.4480789306835504e-06,0.0,0.0,40918016.0,0.0,40918016.0
33373.24881720453,-6.862059672130272e-05,0.0,2815.921326732,0.0,9.525390625,0.0,0.001953125,0.001953125,0.0,"{'size': 4774997.0, '_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_41171968_4650afe520df3b1af9c4.html'}",1774341620.5058346,125.39183044433594,0.0,0.0,2.6922893994196784e-06,0.0,0.001953125,41171968.0,0.0,41171968.0
33415.76772219187,-6.90634551574476e-05,0.0,2827.709395481,0.0,10.095703125,0.0,0.0,0.0,0.0,,1774341620.7270381,123.5097885131836,0.0,0.0,1.4688279179608799e-06,0.0,0.0,41425920.0,0.0,41425920.0
33363.54907120511,-4.839293978875503e-05,0.0,2839.292760724,0.0,9.875,0.0,0.0,0.0,0.0,,1774341632.2934115,124.23272705078125,0.0,0.0,1.2239451052664663e-06,0.0,0.0,41679872.0,0.0,41679872.0
33215.49768814122,-2.8695372748188674e-05,0.0,2850.833955104,0.0,10.166015625,0.0,0.0,0.0,0.0,,1774341643.8768663,124.25081634521484,0.0,0.0,6.123144657976809e-07,0.0,0.0,41933824.0,0.0,41933824.0
33422.647125688825,-1.853268258855678e-05,0.0,2862.371219895,0.0,10.224609375,0.0,0.00390625,0.00390625,0.0,,1774341655.4180233,125.17053985595703,0.0,0.0,9.799218787520658e-07,0.0,0.001953125,42187776.0,0.0,42187776.0
33407.434656942656,-2.1814532374264672e-05,0.0,2900.919228764,0.0,9.630859375,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_42441728_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774341705.5037773,123.71818542480469,0.0,0.0,3.6760275179403834e-07,0.0,0.0,42441728.0,0.0,42441728.0
33434.92405446962,-2.0895582565572113e-05,0.0,2912.739601324,0.0,10.361328125,0.0,0.00390625,0.00390625,0.0,,1774341705.7485194,122.47760009765625,0.0,0.0,9.801411806620308e-07,0.0,0.001953125,42695680.0,0.0,42695680.0
33256.892605858295,-2.038133425230626e-05,0.0,2924.288508464,0.0,11.763671875,0.0,0.0,0.0,0.0,,1774341717.3238378,117.26939392089844,0.0,0.0,2.451344585097104e-07,0.0,0.0,42949632.0,0.0,42949632.0
33392.03189779044,-1.4694222045363858e-05,0.0,2935.830978732,0.0,11.30859375,0.0,0.0,0.0,0.0,,1774341728.872599,121.48665618896484,0.0,0.0,7.350872124334273e-07,0.0,0.0,43203584.0,0.0,43203584.0
33351.274367984064,-2.118699558195658e-05,0.0,2947.401241683,0.0,8.498046875,0.0,0.0,0.0,0.0,,1774341740.415186,126.4964370727539,0.0,0.0,2.451843670314702e-07,0.0,0.0,43457536.0,0.0,43457536.0
33317.412781915045,-2.7500007490743883e-05,0.0,2986.252097092,0.0,9.75,0.0,0.009765625,0.009765625,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_43711488_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774341790.8366575,125.57940673828125,0.0,0.0,1.22488449960656e-06,0.0,0.00390625,43711488.0,0.0,43711488.0
33352.62466538623,-2.5874331186059862e-05,0.0,2998.069747676,0.0,9.123046875,0.0,0.01171875,0.01171875,0.0,,1774341791.0520432,124.27851867675781,0.0,0.0,6.12614599049266e-07,0.0,0.0078125,43965440.0,0.0,43965440.0
33217.527952555545,-2.2257972887018695e-05,0.0,3009.626960612,0.0,10.845703125,0.0,0.00390625,0.00390625,0.0,,1774341802.6538863,122.2984619140625,0.0,0.0,9.799941835808568e-07,0.0,0.00390625,44219392.0,0.0,44219392.0
33320.43008470222,-2.1271789591992274e-05,0.0,3021.175165511,0.0,10.05078125,0.0,0.01171875,0.01171875,0.0,,1774341814.2110226,122.23165130615234,0.0,0.0,2.450368867812358e-07,0.0,0.00390625,44473344.0,0.0,44473344.0
33412.48262941389,-1.2202448488096707e-05,0.0,3032.703715518,0.0,9.240234375,0.0,0.0,0.0,0.0,,1774341825.7592254,123.28289794921875,0.0,0.0,2.4511601282029005e-07,0.0,0.0,44727296.0,0.0,44727296.0
33433.93753836508,-1.3125330951879732e-05,0.0,3069.975293686,0.0,10.916015625,0.0,0.001953125,0.001953125,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_44981248_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774341874.5598445,123.20643615722656,0.0,0.0,6.125258664724242e-07,0.0,0.001953125,44981248.0,0.0,44981248.0
33524.181664201446,-1.3944622878625523e-05,0.0,3081.769257306,0.0,9.115234375,0.0,0.0,0.0,0.0,,1774341874.7965212,124.21998596191406,0.0,0.0,7.348118629124656e-07,0.0,0.0,45235200.0,0.0,45235200.0
33365.64241780395,-1.39728253998328e-05,0.0,3093.33370392,0.0,9.8671875,0.0,0.0078125,0.0078125,0.0,,1774341886.3533194,126.71952819824219,0.0,0.0,3.310147295154664e-11,0.0,0.00390625,45489152.0,0.0,45489152.0
33348.14915699134,-9.568567293172237e-06,0.0,3104.875414859,0.0,9.49609375,0.0,0.0,0.0,0.0,,1774341897.9178147,124.2343978881836,0.0,0.0,3.675599202779267e-07,0.0,0.0,45743104.0,0.0,45743104.0
33380.22683809978,-1.9437877199379727e-05,0.0,3116.44606157,0.0,9.146484375,0.0,0.01171875,0.01171875,0.0,,1774341909.459646,127.23713684082031,0.0,0.0,7.350956821028376e-07,0.0,0.0078125,45997056.0,0.0,45997056.0
33341.987117804674,-2.4312903406098485e-05,0.0,3155.341853447,0.0,9.287109375,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_46251008_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774341959.9263842,126.31694030761719,0.0,0.0,9.800314728636295e-07,0.0,0.0,46251008.0,0.0,46251008.0
33366.47125916598,-2.632411451486405e-05,0.0,3167.155238516,0.0,10.376953125,0.0,0.001953125,0.001953125,0.0,,1774341960.1481035,122.6302490234375,0.0,0.0,8.575386800657725e-07,0.0,0.001953125,46504960.0,0.0,46504960.0
33272.041002302096,-1.9654957213788293e-05,0.0,3178.715501494,0.0,9.740234375,0.0,0.0,0.0,0.0,,1774341971.739446,125.00605773925781,0.0,0.0,2.450814804433321e-07,0.0,0.0,46758912.0,0.0,46758912.0
33318.430995373026,-1.2183149920019787e-05,0.0,3190.280922359,0.0,10.251953125,0.0,0.001953125,0.001953125,0.0,,1774341983.2995584,122.79769897460938,0.0,0.0,3.674279867027508e-07,0.0,0.001953125,47012864.0,0.0,47012864.0
33332.012428783324,-1.7046982975443825e-05,0.0,3201.831946899,0.0,12.10546875,0.0,0.0,0.0,0.0,,1774341994.865046,120.61607360839844,0.0,0.0,7.348430131060013e-07,0.0,0.0,47266816.0,0.0,47266816.0
33349.37181429372,-1.9426930521149188e-05,0.0,3238.929704949,0.0,8.763671875,0.0,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_47520768_4650afe520df3b1af9c4.html', 'size': 4774997.0}",1774342043.5142417,126.79336547851562,0.0,0.0,4.902109935756016e-07,0.0,0.0,47520768.0,0.0,47520768.0
33391.5744414637,-1.6916026652324945e-05,0.0,3250.755379222,0.0,10.470703125,0.0,0.0,0.0,0.0,,1774342043.751463,122.81790161132812,0.0,0.0,7.348938879658817e-07,0.0,0.0,47774720.0,0.0,47774720.0
33225.1478006607,-2.065479930024594e-05,0.0,3262.306819974,0.0,10.466796875,0.0,0.0,0.0,0.0,,1774342055.3395102,119.61315155029297,0.0,0.0,3.676148594422557e-07,0.0,0.0,48028672.0,0.0,48028672.0
33372.44264222051,-8.690388312970754e-06,0.0,3273.850095765,0.0,10.748046875,0.0,0.00390625,0.00390625,0.0,,1774342066.8908787,123.31946563720703,0.0,0.0,1.2267310012248345e-07,0.0,0.001953125,48282624.0,0.0,48282624.0
33364.107131937606,-1.845474798756186e-05,0.0,3285.420999869,0.0,11.400390625,0.0,0.001953125,0.001953125,0.0,,1774342078.4343033,119.56417083740234,0.0,0.0,7.350074042733468e-07,0.0,0.001953125,48536576.0,0.0,48536576.0
33295.886462775896,-2.4873697839211673e-05,0.0,3324.08127725,0.0,10.8515625,0.0,0.0,0.0,0.0,"{'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_48790528_4650afe520df3b1af9c4.html', 'size': 4774997.0, '_type': 'html-file'}",1774342128.6658382,121.92153930664062,0.0,0.0,1.1024400237147347e-06,0.0,0.0,48790528.0,0.0,48790528.0
33446.81405202684,-3.80699711968191e-05,0.0,3335.893123594,0.0,9.771484375,0.0,0.0,0.0,0.0,,1774342128.8900657,124.12265014648438,0.0,0.0,1.2243490346008912e-06,0.0,0.0,49044480.0,0.0,49044480.0
33280.04357620531,-2.0328887330833822e-05,0.0,3347.434271401,0.0,9.95703125,0.0,0.009765625,0.009765625,0.0,,1774342140.4772806,123.68875885009766,0.0,0.0,1.2268300508821994e-07,0.0,0.00390625,49298432.0,0.0,49298432.0
33376.95500456651,-1.993707519432064e-05,0.0,3358.976445208,0.0,10.529296875,0.0,0.0078125,0.0078125,0.0,,1774342152.0184343,123.26634216308594,0.0,0.0,1.224921675202495e-06,0.0,0.001953125,49552384.0,0.0,49552384.0
33415.39033344965,-3.324821591377258e-05,0.0,3370.510032162,0.0,10.10546875,0.0,0.0,0.0,0.0,,1774342163.5605955,124.29156494140625,0.0,0.0,8.575599963478453e-07,0.0,0.0,49806336.0,0.0,49806336.0
33410.02290151615,-3.0236822567530908e-05,0.0,3407.486935357,0.0,10.669921875,0.0,0.005859375,0.005859375,0.0,"{'_type': 'html-file', 'sha256': '4650afe520df3b1af9c43c3c107c86bfb2e7760c5dbcc0415f1c8aebf8b8d9b8', 'path': 'media/html/render_50060288_4650afe520df3b1af9c4.html', 'size': 4774997.0}",1774342212.071491,121.49440002441406,0.0,0.0,1.347255192740704e-06,0.0,0.001953125,50060288.0,0.0,50060288.0
33407.95122595186,-3.007256964338012e-05,0.0,3419.293956318,0.0,10.099609375,0.0,0.0,0.0,0.0,,1774342212.300007,123.38518524169922,0.0,0.0,3.676277913200465e-07,0.0,0.0,50314240.0,0.0,50314240.0
33283.158114672035,-1.0967762136715464e-05,0.0,3430.82757489,0.0,10.50390625,0.0,0.0,0.0,0.0,,1774342223.877496,119.9114990234375,0.0,0.0,3.792325134477359e-11,0.0,0.0,50568192.0,0.0,50568192.0
33450.55130449381,-1.0089496754517313e-05,0.0,3442.35957009,0.0,11.083984375,0.0,0.0,0.0,0.0,,1774342235.4116757,121.1493911743164,0.0,0.0,6.124919877947832e-07,0.0,0.0,50822144.0,0.0,50822144.0
33436.43752531311,-2.229523306596093e-05,0.0,3443.194314508,0.0,9.90234375,0.0,0.0,0.0,0.0,,1774342246.9436798,123.64907836914062,0.0,0.0,9.800965017348062e-07,0.0,0.0,51076096.0,0.0,51076096.0
