_runtime,eval/episode_reward_dist,_step,eval/episode_success_hard,eval/episode_reward,training/alpha_loss,training/entropy,eval/episode_success_any,training/sps,step,eval/episode_dist,eval/episode_reward_ctrl,eval/episode_success,eval/episode_success_easy,training/critic_loss,_timestamp,training/actor_loss,render,training/log_alpha,eval/episode_reward_survive,eval/episode_reward_near
1820.12863981,-26.232940673828125,45266944.0,0.0,978.958984375,1.1832095196950831e-06,0.0,1.0,33680.068075513285,45266944.0,26.232940673828125,0.0,978.958984375,0.0,0.0893641859292984,1773895601.213262,-98.1004867553711,,0.0,0.0,0.0
1837.3179113,-24.47709083557129,45520896.0,0.0,972.1455078125,3.1507774110650644e-05,0.0,1.0,33700.22176671363,45520896.0,24.47709083557129,0.0,972.1455078125,0.0,0.02890341728925705,1773895626.6603048,-98.26935577392578,"{'sha256': '8844c8e4b6277bc29af14c519d196bdadf224424f72b8f26a4561e91b97e0bb1', 'path': 'media/html/render_45520896_8844c8e4b6277bc29af1.html', 'size': 906149, '_type': 'html-file'}",0.0,0.0,0.0
1845.765008591,-25.88022804260254,45774848.0,0.0,980.009765625,1.1846991583297495e-06,0.0,1.0,33616.801629914116,45774848.0,25.88022804260254,0.0,980.009765625,0.0,0.03176773339509964,1773895626.837846,-98.30208587646484,,0.0,0.0,0.0
1854.051777967,-25.737300872802734,46028800.0,0.0,981.1708984375,2.0601202777470462e-05,0.0,1.0,33681.28643686425,46028800.0,25.737300872802734,0.0,981.1708984375,0.0,0.028061745688319206,1773895635.1067617,-98.38270568847656,,0.0,0.0,0.0
1862.327872659,-27.744853973388672,46282752.0,0.0,980.6875,-1.0554272193985526e-05,0.0,1.0,33575.37959302041,46282752.0,27.744853973388672,0.0,980.6875,0.0,0.027258077636361122,1773895643.393039,-98.32806396484375,,0.0,0.0,0.0
1870.614209781,-27.438674926757812,46536704.0,0.0,973.3388671875,-9.340952601633035e-06,0.0,1.0,33613.12154368322,46536704.0,27.438674926757812,0.0,973.3388671875,0.0,0.028328586369752884,1773895651.6698155,-98.41150665283203,,0.0,0.0,0.0
1888.295767516,-27.09543228149414,46790656.0,0.0,980.9931640625,6.708508863084717e-06,0.0,1.0,33569.016925700584,46790656.0,27.09543228149414,0.0,980.9931640625,0.0,0.02539251558482647,1773895677.6381881,-98.45944213867188,"{'sha256': 'c3f3c42b670faa2dc73d663bc34bb0dd8fbf09bbb2fba054b2acbdf9ec089a9f', 'path': 'media/html/render_46790656_c3f3c42b670faa2dc73d.html', 'size': 907297, '_type': 'html-file'}",0.0,0.0,0.0
1896.73660664,-26.570240020751953,47044608.0,0.0,980.94140625,1.5016595170891378e-05,0.0,1.0,33488.85423198355,47044608.0,26.570240020751953,0.0,980.94140625,0.0,0.027060803025960922,1773895677.7953503,-98.4808349609375,,0.0,0.0,0.0
1905.006794484,-25.939680099487305,47298560.0,0.0,981.9169921875,6.905475856910925e-06,0.0,1.0,33610.918545283275,47298560.0,25.939680099487305,0.0,981.9169921875,0.0,0.026969632133841515,1773895686.0780654,-98.45826721191406,,0.0,0.0,0.0
1913.276024448,-27.096981048583984,47552512.0,0.0,979.482421875,-1.2648999472730793e-05,0.0,1.0,33634.42819862008,47552512.0,27.096981048583984,0.0,979.482421875,0.0,0.030654581263661385,1773895694.348823,-98.4239501953125,,0.0,0.0,0.0
1921.546225378,-27.528743743896484,47806464.0,0.0,977.7080078125,7.34279728931142e-06,0.0,1.0,33641.92389355331,47806464.0,27.528743743896484,0.0,977.7080078125,0.0,0.028110094368457794,1773895702.6180155,-98.4663314819336,,0.0,0.0,0.0
1939.333687419,-25.3601016998291,48060416.0,0.0,980.4267578125,5.173606950847898e-06,0.0,1.0,33650.25636284576,48060416.0,25.3601016998291,0.0,980.4267578125,0.0,0.02510790340602398,1773895728.6761096,-98.50275421142578,"{'sha256': 'd9741345f3eb7a74b6918dc413d051d4e675edcae003b83f42ec70a7bda28581', 'path': 'media/html/render_48060416_d9741345f3eb7a74b691.html', 'size': 907609, '_type': 'html-file'}",0.0,0.0,0.0
1947.768113342,-30.439842224121094,48314368.0,0.0,974.9580078125,-1.543286634841934e-05,0.0,0.998046875,33673.74019156646,48314368.0,30.439842224121094,0.0,974.9580078125,0.0,0.027904711663722992,1773895728.83434,-98.50890350341797,,0.0,0.0,0.0
1956.04449809,-25.86822509765625,48568320.0,0.0,980.5751953125,1.4715582437929697e-05,0.0,1.0,33642.634755719024,48568320.0,25.86822509765625,0.0,980.5751953125,0.0,0.025370175018906593,1773895737.1100876,-98.49993133544922,,0.0,0.0,0.0
1964.315390339,-25.636646270751953,48822272.0,0.0,980.8515625,1.3187398508307524e-05,0.0,1.0,33617.39578106613,48822272.0,25.636646270751953,0.0,980.8515625,0.0,0.025138676166534424,1773895745.386483,-98.4787368774414,,0.0,0.0,0.0
1972.578406018,-27.856834411621094,49076224.0,0.0,979.384765625,-6.858670076326234e-06,0.0,1.0,33649.65679742396,49076224.0,27.856834411621094,0.0,979.384765625,0.0,0.03011409007012844,1773895753.6573536,-98.49708557128906,,0.0,0.0,0.0
1989.634586884,-27.280517578125,49330176.0,0.0,980.3486328125,3.225428599762381e-06,0.0,1.0,33676.77979190655,49330176.0,27.280517578125,0.0,980.3486328125,0.0,0.02531290613114834,1773895778.9769523,-98.49598693847656,"{'sha256': 'c48ca4913df063b1cc55ff712836216b5057cd6b2c94046906243902430e642a', 'path': 'media/html/render_49330176_c48ca4913df063b1cc55.html', 'size': 907681, '_type': 'html-file'}",0.0,0.0,0.0
1998.096950623,-27.338579177856445,49584128.0,0.0,981.453125,-5.508622507477412e-06,0.0,1.0,33598.39547507712,49584128.0,27.338579177856445,0.0,981.453125,0.0,0.024199312552809715,1773895779.1443458,-98.52581787109375,,0.0,0.0,0.0
2006.386044039,-25.736759185791016,49838080.0,0.0,980.896484375,-5.475501893670298e-06,0.0,1.0,33559.7327970087,49838080.0,25.736759185791016,0.0,980.896484375,0.0,0.03863251954317093,1773895787.4388278,-98.53711700439453,,0.0,0.0,0.0
2014.659296948,-26.143522262573242,50092032.0,0.0,980.091796875,-9.756184226716869e-06,0.0,1.0,33569.57235935827,50092032.0,26.143522262573242,0.0,980.091796875,0.0,0.03646787256002426,1773895795.727865,-98.53974151611328,,0.0,0.0,0.0
2022.957794968,-26.258651733398438,50345984.0,0.0,979.810546875,1.6324378520948812e-05,0.0,1.0,33632.45391086346,50345984.0,26.258651733398438,0.0,979.810546875,0.0,0.02330724522471428,1773895804.0011802,-98.62574005126953,,0.0,0.0,0.0
2040.728414881,-26.853118896484375,50599936.0,0.0,980.0263671875,2.0091312762815505e-05,0.0,1.0,33521.7360577174,50599936.0,26.853118896484375,0.0,980.0263671875,0.0,0.020717697218060493,1773895830.0708292,-98.6889877319336,"{'sha256': '8113c1a62e9126fcef3b4405d535569d4cf092a886c7f50153c5159d2b231cb0', 'path': 'media/html/render_50599936_8113c1a62e9126fcef3b.html', 'size': 910541, '_type': 'html-file'}",0.0,0.0,0.0
2049.192436758,-27.67531967163086,50853888.0,0.0,977.083984375,-1.4396332517208066e-05,0.0,1.0,33568.541912258544,50853888.0,27.67531967163086,0.0,977.083984375,0.0,0.026110585778951645,1773895830.2478793,-98.66986846923828,,0.0,0.0,0.0
2057.450946576,-26.900646209716797,51107840.0,0.0,980.693359375,1.0943974302790593e-05,0.0,1.0,33611.70552455673,51107840.0,26.900646209716797,0.0,980.693359375,0.0,0.02180306613445282,1773895838.5339766,-98.7018814086914,,0.0,0.0,0.0
2065.741161879,-26.692399978637695,51361792.0,0.0,981.2392578125,-6.757972187187988e-06,0.0,1.0,33701.446918203284,51361792.0,26.692399978637695,0.0,981.2392578125,0.0,0.02279413677752018,1773895846.7928073,-98.69085693359375,,0.0,0.0,0.0
2066.382559226,-27.141189575195312,51615744.0,0.0,979.2197265625,1.0137532626686152e-06,0.0,1.0,33552.87717759803,51615744.0,27.141189575195312,0.0,979.2197265625,0.0,0.02030058205127716,1773895855.082877,-98.73050689697266,,0.0,0.0,0.0
