eval/episode_success_any,training/critic_loss,training/log_alpha,eval/episode_reward_ctrl,eval/episode_success,_runtime,_timestamp,training/alpha_loss,eval/episode_success_hard,training/entropy,eval/episode_success_easy,render,training/actor_loss,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,step,training/sps,eval/episode_reward_dist,eval/episode_reward_near,_step
1.0,0.013118845410645008,0.0,0.0,977.70703125,1273.276694576,1773905461.8652337,3.406281166462577e-06,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '79a0983726af911c47ab2fd1c73d04673595ca6ed182092e8020c40eda9c965f', 'path': 'media/html/render_31553536_79a0983726af911c47ab.html', 'size': 910025}",-98.58474731445312,0.0,21.861915588378906,977.70703125,31553536.0,33789.60526832037,-21.861915588378906,0.0,31553536.0
1.0,0.013404591009020805,0.0,0.0,977.2919921875,1281.674228346,1773905462.0334342,3.5520993151294533e-06,0.0,0.0,0.0,,-98.60761260986328,0.0,22.64544105529785,977.2919921875,31807488.0,33917.91377601734,-22.64544105529785,0.0,31807488.0
1.0,0.014442313462495804,0.0,0.0,972.3037109375,1289.904898582,1773905470.2621405,1.2003821439066087e-06,0.0,0.0,0.0,,-98.55687713623047,0.0,23.179901123046875,972.3037109375,32061440.0,33843.12739516791,-23.179901123046875,0.0,32061440.0
1.0,0.017273755744099617,0.0,0.0,975.333984375,1298.134347253,1773905478.4927075,-7.556764558103168e-06,0.0,0.0,0.0,,-98.52947998046875,0.0,24.264965057373047,975.333984375,32315392.0,33814.19218979419,-24.264965057373047,0.0,32315392.0
1.0,0.01750480756163597,0.0,0.0,969.30859375,1306.358680816,1773905486.722101,5.459093699755613e-06,0.0,0.0,0.0,,-98.49755859375,0.0,23.888774871826172,969.30859375,32569344.0,33833.8458056699,-23.888774871826172,0.0,32569344.0
1.0,0.015448573045432568,0.0,0.0,977.1611328125,1323.95809391,1773905512.5465713,8.750383130973205e-06,0.0,0.0,0.0,"{'size': 911293, '_type': 'html-file', 'sha256': '1d4255c5c3daa9c6ec07bcaa695109e5190b9ca31236ec2eee6d083fe6d33a67', 'path': 'media/html/render_32823296_1d4255c5c3daa9c6ec07.html'}",-98.52691650390625,0.0,24.040630340576172,977.1611328125,32823296.0,33853.06177646022,-24.040630340576172,0.0,32823296.0
1.0,0.016405824571847916,0.0,0.0,973.619140625,1332.344206116,1773905512.6985004,-1.4387421288120095e-05,0.0,0.0,0.0,,-98.54844665527344,0.0,24.16073989868164,973.619140625,33077248.0,33783.57368608885,-24.16073989868164,0.0,33077248.0
1.0,0.01713559404015541,0.0,0.0,968.4833984375,1340.579009674,1773905520.9321454,1.5344179701060057e-05,0.0,0.0,0.0,,-98.59248352050781,0.0,24.479909896850586,968.4833984375,33331200.0,33823.24926320287,-24.479909896850586,0.0,33331200.0
1.0,0.019338028505444527,0.0,0.0,975.1962890625,1348.832356184,1773905529.166872,-4.7878793338895775e-06,0.0,0.0,0.0,,-98.58370971679688,0.0,22.663578033447266,975.1962890625,33585152.0,33799.35487685763,-22.663578033447266,0.0,33585152.0
1.0,0.019313523545861244,0.0,0.0,974.6962890625,1357.062458403,1773905537.4201012,-5.179281288292259e-06,0.0,0.0,0.0,,-98.57777404785156,0.0,24.04873275756836,974.6962890625,33839104.0,33716.22505843391,-24.04873275756836,0.0,33839104.0
