eval/episode_reward_near,eval/episode_reward_dist,_timestamp,_step,render,eval/episode_dist,training/log_alpha,training/alpha_loss,training/entropy,_runtime,step,eval/episode_reward_survive,eval/episode_success,eval/episode_reward,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success_easy,eval/episode_success_any,training/actor_loss,eval/episode_success_hard,training/sps
0.0,-25.503894805908203,1773457645.7291892,26220544.0,,25.503894805908203,0.0,1.277470073546283e-05,0.0,814.209785491,26220544.0,0.0,973.986328125,973.986328125,0.0,0.022369394078850746,0.0,1.0,-98.02983093261719,0.0,49439.713914747175
0.0,-25.187137603759766,1773457666.0097952,26474496.0,"{'sha256': '2352ed4bf0ca7fa0f143f8b18c95ebf3b3e1757509966c8bcf0f8c03f39e1902', 'path': 'media/html/render_26474496_2352ed4bf0ca7fa0f143.html', 'size': 906333, '_type': 'html-file'}",25.187137603759766,0.0,-1.9456363133940613e-06,0.0,828.643447084,26474496.0,0.0,978.46875,978.46875,0.0,0.025365479290485382,0.0,1.0,-97.9784927368164,0.0,49522.01285519713
0.0,-25.92459487915039,1773457666.1642444,26728448.0,,25.92459487915039,0.0,6.988644599914551e-06,0.0,834.647906806,26728448.0,0.0,975.41015625,975.41015625,0.0,0.022028528153896332,0.0,1.0,-97.9502944946289,0.0,49397.102255507154
0.0,-25.757022857666016,1773457672.014099,26982400.0,,25.757022857666016,0.0,-1.0240922165394295e-05,0.0,840.495913851,26982400.0,0.0,975.5703125,975.5703125,0.0,0.02209772914648056,0.0,1.0,-97.93968963623047,0.0,49523.949268298486
0.0,-23.996997833251953,1773457677.8621638,27236352.0,,23.996997833251953,0.0,4.256442935002269e-06,0.0,846.347359277,27236352.0,0.0,977.3095703125,977.3095703125,0.0,0.023033544421195984,0.0,1.0,-97.9670181274414,0.0,49515.785585290745
0.0,-24.682924270629883,1773457683.7135806,27490304.0,,24.682924270629883,0.0,-3.855999239021912e-06,0.0,852.203853264,27490304.0,0.0,979.57421875,979.57421875,0.0,0.02549833245575428,0.0,1.0,-97.99925994873047,0.0,49477.363126133256
0.0,-24.676666259765625,1773457704.570309,27744256.0,"{'path': 'media/html/render_27744256_eba56763be7c4c732afe.html', 'size': 904881, '_type': 'html-file', 'sha256': 'eba56763be7c4c732afe1dd5292e3fe77184ee3a0e3c2eeeeb36d2c9472468b4'}",24.676666259765625,0.0,9.277102435589768e-06,0.0,867.203605556,27744256.0,0.0,977.6220703125,977.6220703125,0.0,0.021243464201688766,0.0,1.0,-98.0892562866211,0.0,49425.67157858396
0.0,-27.479167938232422,1773457704.7276907,27998208.0,,27.479167938232422,0.0,1.0884305993386079e-05,0.0,873.218094853,27998208.0,0.0,975.7451171875,975.7451171875,0.0,0.020571503788232803,0.0,1.0,-98.07381439208984,0.0,49518.47198246896
0.0,-26.088191986083984,1773457710.5843236,28252160.0,,26.088191986083984,0.0,-4.223579708195757e-06,0.0,879.061738777,28252160.0,0.0,977.56640625,977.56640625,0.0,0.02260345220565796,0.0,1.0,-98.10498046875,0.0,49479.948817992714
0.0,-26.950241088867188,1773457716.4275043,28506112.0,,26.950241088867188,0.0,7.861081940063741e-06,0.0,884.902379359,28506112.0,0.0,976.2353515625,976.2353515625,0.0,0.022238675504922867,0.0,0.998046875,-98.1775894165039,0.0,49556.11678408706
