training/entropy,eval/episode_dist,eval/episode_reward_ctrl,eval/episode_reward_survive,eval/episode_reward,eval/episode_success_any,eval/episode_success_hard,training/alpha_loss,eval/episode_success,eval/episode_success_easy,render,training/log_alpha,training/critic_loss,_step,eval/episode_reward_dist,_runtime,training/sps,_timestamp,step,training/actor_loss,eval/episode_reward_near
0.0,486.02178955078125,-561.1981201171875,140.375,0.0,0.0,0.0,0.0,0.0,0.025390625,"{'path': 'media/html/render_49330176_28246e33662fe6f0f210.html', 'size': 4001909.0, '_type': 'html-file', 'sha256': '28246e33662fe6f0f210048ce2c3617222348be3458672313cc89e41a4ac72bb'}",0.0,0.001087346812710166,49330176.0,0.0,2500.158249093,45173.44316907629,1774222835.0108778,49330176.0,0.05758492276072502,0.0
0.0,397.5849304199219,-473.83697509765625,118.62109375,0.0,0.0,0.0,0.0,0.0,2.8564453125,,0.0,0.0013218964450061321,49584128.0,0.0,2508.983002917,44954.42269060067,1774222835.1975543,49584128.0,0.056208521127700806,0.0
0.0,262.0741271972656,-293.1654968261719,73.38671875,0.005859375,0.0009765625,0.0,0.0,0.005859375,1.392578125,,0.0,0.0014434257755056024,49838080.0,0.0,2517.646373885,45045.549756160704,1774222843.8351457,49838080.0,0.047282811254262924,0.0
0.0,765.0374755859375,-887.0328369140625,221.986328125,0.0,0.0,0.0,0.0,0.0,1.251953125,,0.0,0.001897765090689063,50092032.0,0.0,2526.286755859,45018.35914058725,1774222852.4984386,50092032.0,0.042509645223617554,0.0
0.0,544.6416015625,-629.8558959960938,157.62890625,0.8681640625,0.0009765625,0.0,0.0,0.8681640625,3.52734375,,0.0,0.00160050333943218,50345984.0,0.0,2534.944886286,44954.91219628846,1774222861.1388597,50345984.0,0.05128272995352745,0.0
0.0,386.19580078125,-431.1035461425781,107.8837890625,0.0048828125,0.0009765625,0.0,0.0,0.0048828125,1.291015625,"{'path': 'media/html/render_50599936_5bf12db02649df145a0b.html', 'size': 4149149.0, '_type': 'html-file', 'sha256': '5bf12db02649df145a0b689e747cc7bef10c3efb028165228a8c60017bc62df4'}",0.0,0.0011871150927618146,50599936.0,0.0,2564.46890233,44995.65819632595,1774222899.321562,50599936.0,0.05949043855071068,0.0
0.0,281.24090576171875,-310.79290771484375,77.7841796875,0.01171875,0.0009765625,0.0,0.0,0.01171875,0.1982421875,,0.0,0.0007582837715744972,50853888.0,0.0,2573.3760678,45104.34192972899,1774222899.5186045,50853888.0,0.06610389798879623,0.0
0.0,393.254638671875,-454.4639892578125,113.7509765625,0.0,0.0,0.0,0.0,0.0,0.05859375,,0.0,0.0008349877898581326,51107840.0,0.0,2581.992837128,44710.845795897185,1774222908.2279441,51107840.0,0.05743822082877159,0.0
0.0,228.876708984375,-263.146240234375,65.8974609375,0.0,0.0,0.0,0.0,0.0,1.06640625,,0.0,0.0008613827521912754,51361792.0,0.0,2590.657415747,45109.10206208982,1774222916.8449783,51361792.0,0.05178631842136383,0.0
0.0,424.27191162109375,-519.0437622070312,129.974609375,0.1171875,0.0009765625,0.0,0.0,0.1171875,0.91796875,,0.0,0.0008705251384526491,51615744.0,0.0,2591.516106851,44957.972797171926,1774222925.5094512,51615744.0,0.05329056829214096,0.0
