training/alpha_loss,training/log_alpha,eval/episode_success_easy,eval/episode_reward_near,eval/episode_reward,eval/episode_reward_dist,_timestamp,eval/episode_dist,eval/episode_success_any,eval/episode_reward_survive,step,training/sps,eval/episode_reward_ctrl,training/entropy,_step,eval/episode_success_hard,_runtime,eval/episode_success,training/actor_loss,render,training/critic_loss
0.0,0.0,7.9306640625,0.0,0.134765625,0.0,1774224555.9925435,2058.730712890625,0.0009765625,579.5322265625,31553536.0,45095.85946560686,-2316.259765625,0.0,31553536.0,0.0,1609.737331316,0.134765625,0.037914421409368515,"{'size': 3902353.0, '_type': 'html-file', 'sha256': '19732cdbbaf6e1680f7d7c4a23973512f8ac65c11d31f3189fd599871f4cf4ab', 'path': 'media/html/render_31553536_19732cdbbaf6e1680f7d.html'}",0.0011043542763218284
0.0,0.0,2.1220703125,0.0,0.0,0.0,1774224556.2045648,2078.291259765625,0.0,598.2060546875,31807488.0,44994.56337917506,-2391.070068359375,0.0,31807488.0,0.0,1618.620953761,0.0,0.0367848202586174,,0.001218582154251635
0.0,0.0,2.1298828125,0.0,0.0,0.0,1774224564.8751955,2370.2216796875,0.0,680.1669921875,32061440.0,44720.13780604732,-2718.70068359375,0.0,32061440.0,0.0,1627.298949177,0.0,0.03778565302491188,,0.000886161404196173
0.0,0.0,2.7001953125,0.0,0.0,0.0,1774224573.5536392,2623.02783203125,0.0,736.6337890625,32315392.0,44873.476711437834,-2944.52197265625,0.0,32315392.0,0.0,1635.916722579,0.0,0.02753935568034649,,0.0010254342341795564
0.0,0.0,13.50390625,0.0,0.0,0.0,1774224582.1714132,2756.398681640625,0.0,786.12890625,32569344.0,45014.98402356538,-3142.55517578125,0.0,32569344.0,0.0,1644.599988052,0.0,0.031192811205983162,,0.0005697251763194799
0.0,0.0,9.568359375,0.0,0.68359375,0.0,1774224619.4460304,2196.89208984375,0.001953125,641.9697265625,32823296.0,44786.335287533104,-2565.47607421875,0.0,32823296.0,0.0,1673.190821077,0.68359375,0.026215871796011925,"{'sha256': 'd3653dec32117af2b794b528cdf3b991d735d197e32f56257b6ce99762f7e269', 'path': 'media/html/render_32823296_d3653dec32117af2b794.html', 'size': 3932281.0, '_type': 'html-file'}",0.0006469226209446788
0.0,0.0,3.19921875,0.0,0.0,0.0,1774224619.6305182,1456.686279296875,0.0,403.80078125,33077248.0,45036.74471815458,-1613.21044921875,0.0,33077248.0,0.0,1682.067390683,0.0,0.019066227599978447,,0.0007177439983934164
0.0,0.0,14.392578125,0.0,1.146484375,0.0,1774224628.3222861,1599.6796875,0.0029296875,465.1298828125,33331200.0,44773.33230858357,-1858.4090576171875,0.0,33331200.0,0.0,1690.691009541,1.146484375,0.02149973437190056,,0.0003668093995656818
0.0,0.0,8.8740234375,0.0,0.0,0.0,1774224636.9457285,1618.596923828125,0.0,460.65234375,33585152.0,45042.19151272398,-1839.5255126953125,0.0,33585152.0,0.0,1699.368445615,0.0,0.011664418503642082,,0.0006557651213370264
0.0,0.0,7.818359375,0.0,0.0,0.0,1774224645.6231723,1323.710205078125,0.0,386.5947265625,33839104.0,44822.48280673795,-1543.9375,0.0,33839104.0,0.0,1707.972189429,0.0,0.008144212886691093,,0.0008409569272771478
0.0,0.0,3.6416015625,0.0,0.00390625,0.0,1774224682.641244,2162.32861328125,0.0009765625,600.2568359375,34093056.0,45199.783810685316,-2399.192626953125,0.0,34093056.0,0.0,1736.385997459,0.00390625,0.003398789558559656,"{'size': 3861305.0, '_type': 'html-file', 'sha256': 'c7a594c7ec36184733de307991706537406746cfabae51951a888e4f5b8941d3', 'path': 'media/html/render_34093056_c7a594c7ec36184733de.html'}",0.0007909293635748327
0.0,0.0,6.880859375,0.0,0.0,0.0,1774224682.8558445,1865.093505859375,0.0,536.8505859375,34347008.0,44966.82488966229,-2145.802734375,0.0,34347008.0,0.0,1745.258298955,0.0,0.00817136000841856,,0.0006177133764140308
0.0,0.0,2.19140625,0.0,0.8115234375,0.0,1774224691.5129209,1933.1177978515625,0.0029296875,560.552734375,34600960.0,44875.3351123059,-2240.60693359375,0.0,34600960.0,0.0,1753.922652595,0.8115234375,0.007836461067199707,,0.0006385678425431252
0.0,0.0,6.2880859375,0.0,0.84375,0.0,1774224700.1773214,2701.551513671875,0.0009765625,795.689453125,34854912.0,44963.730816173746,-3180.76953125,0.0,34854912.0,0.0,1762.554363508,0.84375,0.010306970216333866,,0.0005730654229409993
0.0,0.0,8.240234375,0.0,0.7177734375,0.0,1774224708.8089917,1954.679443359375,0.001953125,572.63671875,35108864.0,45009.22428253379,-2289.0849609375,0.0,35108864.0,0.0,1771.229806311,0.7177734375,0.004851433448493481,,0.0006533073028549552
0.0,0.0,3.17578125,0.0,0.0185546875,0.0,1774224746.6530626,1303.77880859375,0.0009765625,358.8955078125,35362816.0,44859.45009011252,-1434.642333984375,0.0,35362816.0,0.0,1800.397852304,0.0185546875,0.005420904140919447,"{'sha256': 'ef98f367569e9a5286d664a576bd1e144fd63b5c5227cd5adfa4d16000c6559f', 'path': 'media/html/render_35362816_ef98f367569e9a5286d6.html', 'size': 3949945.0, '_type': 'html-file'}",0.000741728872526437
0.0,0.0,20.294921875,0.0,0.525390625,0.0,1774224746.8594298,1551.5068359375,0.0009765625,468.103515625,35616768.0,45025.61335936302,-1871.090576171875,0.0,35616768.0,0.0,1809.330199874,0.525390625,0.004524207673966885,,0.0009082374162971973
0.0,0.0,3.427734375,0.0,0.0,0.0,1774224755.5841355,1245.80322265625,0.0,339.4384765625,35870720.0,44576.57971656435,-1357.1025390625,0.0,35870720.0,0.0,1817.956699821,0.0,-0.0029338430613279343,,0.0011307490058243275
0.0,0.0,3.2333984375,0.0,0.0087890625,0.0,1774224764.2114773,2052.908447265625,0.001953125,565.9150390625,36124672.0,45031.65144333342,-2263.0146484375,0.0,36124672.0,0.0,1826.638527465,0.0087890625,-0.0017872395692393184,,0.0012346548028290272
0.0,0.0,3.578125,0.0,0.0,0.0,1774224772.8932364,1657.1016845703125,0.0,447.509765625,36378624.0,44846.22147447075,-1789.58642578125,0.0,36378624.0,0.0,1835.286034466,0.0,0.00019502142095007002,,0.0012502148747444153
0.0,0.0,1.2841796875,0.0,0.0,0.0,1774224809.298895,1897.991455078125,0.0,518.3671875,36632576.0,44889.60625536175,-2072.8662109375,0.0,36632576.0,0.0,1863.043679897,0.0,0.01692231185734272,"{'sha256': 'aa71a55d271a6268b18196b6e65287abbb431984f3b73c4ef318bf842975b124', 'path': 'media/html/render_36632576_aa71a55d271a6268b181.html', 'size': 3955153.0, '_type': 'html-file'}",0.0007625837461091578
0.0,0.0,8.1767578125,0.0,0.0,0.0,1774224809.486905,2308.51953125,0.0,663.5537109375,36886528.0,44801.774713614475,-2653.03173828125,0.0,36886528.0,0.0,1871.892108586,0.0,0.013262738473713398,,0.0008185169426724315
0.0,0.0,5.896484375,0.0,0.0,0.0,1774224818.1469107,2411.9755859375,0.0,691.142578125,37140480.0,44823.167496029506,-2763.479736328125,0.0,37140480.0,0.0,1880.596755284,0.0,0.011704660952091217,,0.0012792113702744246
0.0,0.0,3.650390625,0.0,0.0,0.0,1774224826.8515165,2625.3955078125,0.0,765.517578125,37394432.0,44664.92869005081,-3060.96826171875,0.0,37394432.0,0.0,1889.239761887,0.0,0.02742670103907585,,0.0007212726632133126
0.0,0.0,4.8017578125,0.0,0.0,0.0,1774224835.4942324,1450.228271484375,0.0,426.5859375,37648384.0,44914.30810532417,-1705.572265625,0.0,37648384.0,0.0,1897.957107657,0.0,0.01940925605595112,,0.0011640444863587618
0.0,0.0,7.3291015625,0.0,0.0,0.0,1774224872.8485734,2239.0244140625,0.0,637.0341796875,37902336.0,44572.724002198775,-2547.1494140625,0.0,37902336.0,0.0,1926.593359459,0.0,0.021526645869016647,"{'sha256': '352796f2dddda275a16ed4e72d22329a23f9753d8269f9568722311b839edd96', 'path': 'media/html/render_37902336_352796f2dddda275a16e.html', 'size': 4020853.0, '_type': 'html-file'}",0.000889207178261131
0.0,0.0,2.8916015625,0.0,0.91015625,0.0,1774224873.119008,1826.462646484375,0.0009765625,513.8818359375,38156288.0,45137.232555347626,-2054.715576171875,0.0,38156288.0,0.0,1935.594725488,0.91015625,0.025302346795797348,,0.0012163211358711123
0.0,0.0,3.2138671875,0.0,0.0,0.0,1774224881.8492923,1545.144775390625,0.0,437.3095703125,38410240.0,44480.48499315077,-1748.519287109375,0.0,38410240.0,0.0,1944.194311302,0.0,0.02361816167831421,,0.0011129031190648675
0.0,0.0,2.8740234375,0.0,0.0,0.0,1774224890.44854,1891.48779296875,0.0,541.4501953125,38664192.0,45234.65600883466,-2165.2861328125,0.0,38664192.0,0.0,1952.874709463,0.0,0.02493683435022831,,0.0006507200887426734
0.0,0.0,13.5224609375,0.0,0.0654296875,0.0,1774224899.1294672,1755.32861328125,0.0009765625,509.6240234375,38918144.0,44799.71324735034,-2037.60693359375,0.0,38918144.0,0.0,1961.480272583,0.0654296875,0.01991179771721363,,0.0008070636540651321
0.0,0.0,10.8076171875,0.0,0.0,0.0,1774224937.0147426,2262.03662109375,0.0,653.5,39172096.0,45165.53030034993,-2613.458984375,0.0,39172096.0,0.0,1990.759534879,0.0,0.022822406142950058,"{'sha256': 'bf7e525c18e65422f1db76fdad4c80625d3a36d559c2201521a07804ebacf193', 'path': 'media/html/render_39172096_bf7e525c18e65422f1db.html', 'size': 3847517.0, '_type': 'html-file'}",0.0004405248328112066
0.0,0.0,5.146484375,0.0,0.0,0.0,1774224937.2267764,2693.096923828125,0.0,756.083984375,39426048.0,44854.697165027304,-3023.582763671875,0.0,39426048.0,0.0,1999.630981142,0.0,0.014090877957642078,,0.0010217232629656792
0.0,0.0,5.310546875,0.0,0.0,0.0,1774224945.8854067,2693.38916015625,0.0,754.9951171875,39680000.0,44835.76347418272,-3019.158203125,0.0,39680000.0,0.0,2008.29154263,0.0,0.024534115567803383,,0.0009346769656985998
0.0,0.0,6.0078125,0.0,0.177734375,0.0,1774224954.546181,2754.099609375,0.0009765625,768.3310546875,39933952.0,44960.384760763394,-3072.783447265625,0.0,39933952.0,0.0,2016.907638047,0.177734375,0.03169356286525726,,0.001001038821414113
0.0,0.0,4.7529296875,0.0,0.0419921875,0.0,1774224963.1622431,2392.5966796875,0.0009765625,697.4765625,40187904.0,45114.037080059854,-2789.015625,0.0,40187904.0,0.0,2025.593914077,0.0419921875,0.029098739847540855,,0.0014508591266348958
0.0,0.0,7.353515625,0.0,0.0,0.0,1774224999.7262282,2002.9466552734375,0.0,570.85546875,40441856.0,44785.86074466458,-2282.586181640625,0.0,40441856.0,0.0,2053.471062791,0.0,0.028185075148940086,"{'sha256': '401a2dc305643c483592179257e66feead624f503e33321ae3f2b01f1b99cd19', 'path': 'media/html/render_40441856_401a2dc305643c483592.html', 'size': 3935109.0, '_type': 'html-file'}",0.0010999984806403518
0.0,0.0,4.4814453125,0.0,0.0,0.0,1774224999.934673,2870.859375,0.0,831.484375,40695808.0,45097.82607431731,-3325.330810546875,0.0,40695808.0,0.0,2062.397556489,0.0,0.018072083592414856,,0.0015776247018948197
0.0,0.0,5.171875,0.0,0.5673828125,0.0,1774225008.652314,2786.008544921875,0.0009765625,796.5830078125,40949760.0,44605.36474543789,-3185.8662109375,0.0,40949760.0,0.0,2071.030979282,0.5673828125,0.022715460509061813,,0.0014499005628749728
0.0,0.0,2.3125,0.0,0.111328125,0.0,1774225017.2857292,2701.24169921875,0.0009765625,758.146484375,41203712.0,44991.23363779677,-3032.19873046875,0.0,41203712.0,0.0,2079.707278124,0.111328125,0.004721141420304775,,0.0021574555430561304
0.0,0.0,1.84375,0.0,0.0,0.0,1774225025.9618127,3004.33984375,0.0,858.166015625,41457664.0,44869.44849907191,-3431.689453125,0.0,41457664.0,0.0,2088.323273707,0.0,0.042943183332681656,,0.0008315237355418503
0.0,0.0,4.0341796875,0.0,0.0,0.0,1774225063.2495475,2970.446533203125,0.0,849.1123046875,41711616.0,45085.34197595563,-3395.08642578125,0.0,41711616.0,0.0,2116.994308696,0.0,0.034731317311525345,"{'path': 'media/html/render_41711616_2e5e60acf16ff5405f1f.html', 'size': 3952769.0, '_type': 'html-file', 'sha256': '2e5e60acf16ff5405f1fca6815dd7a9d17d83e95ecb000a70b65d49b20ee024a'}",0.0014502216363325715
0.0,0.0,8.2548828125,0.0,0.0,0.0,1774225063.465996,2381.138671875,0.0,713.109375,41965568.0,44856.67679839412,-2851.286865234375,0.0,41965568.0,0.0,2125.876524157,0.0,0.034302134066820145,,0.001230209250934422
0.0,0.0,3.6875,0.0,0.439453125,0.0,1774225072.1311555,2142.06201171875,0.0009765625,621.978515625,42219520.0,44799.44191674229,-2486.976318359375,0.0,42219520.0,0.0,2134.53902022,0.439453125,0.027313770726323128,,0.0018629241967573762
0.0,0.0,2.7861328125,0.0,0.0,0.0,1774225080.7932777,2249.0615234375,0.0,638.48046875,42473472.0,44959.07152740698,-2553.30859375,0.0,42473472.0,0.0,2143.144561505,0.0,0.046835169196128845,,0.0008825475815683603
0.0,0.0,7.4296875,0.0,0.0,0.0,1774225089.399308,2015.0087890625,0.0,586.47265625,42727424.0,45157.872915885084,-2345.208984375,0.0,42727424.0,0.0,2151.818364251,0.0,0.04943711310625076,,0.0010206036968156695
0.0,0.0,6.6748046875,0.0,0.0,0.0,1774225127.4045105,1760.153076171875,0.0,519.037109375,42981376.0,44834.24803517198,-2075.45361328125,0.0,42981376.0,0.0,2181.149366988,0.0,0.050165094435214996,"{'sha256': 'cff9169be2c8579098e22c166e93449b74caef9caa0a6ab1cb6fe900a6679e9b', 'path': 'media/html/render_42981376_cff9169be2c8579098e2.html', 'size': 3962489.0, '_type': 'html-file'}",0.0012635000748559833
0.0,0.0,8.37109375,0.0,0.0,0.0,1774225127.6204808,2650.91796875,0.0,755.3759765625,43235328.0,45066.18450925904,-3020.65869140625,0.0,43235328.0,0.0,2190.077750765,0.0,0.05593607574701309,,0.0012592738494277
0.0,0.0,4.1611328125,0.0,0.0,0.0,1774225136.332289,1849.099365234375,0.0,534.4091796875,43489280.0,44694.94383477532,-2136.949462890625,0.0,43489280.0,0.0,2198.70360342,0.0,0.05962739139795303,,0.0010026133386418223
0.0,0.0,2.30859375,0.0,0.0,0.0,1774225144.9580734,2799.253662109375,0.0,788.970703125,43743232.0,45016.98353855897,-3155.145751953125,0.0,43743232.0,0.0,2207.36987339,0.0,0.05424812436103821,,0.0008540551061742008
0.0,0.0,4.7421875,0.0,0.0,0.0,1774225153.6246378,2118.57470703125,0.0,594.9951171875,43997184.0,44968.86189562024,-2379.1103515625,0.0,43997184.0,0.0,2216.003466488,0.0,0.05628661811351776,,0.0007492169388569891
0.0,0.0,12.3955078125,0.0,0.0,0.0,1774225190.2849004,1848.595947265625,0.0,531.8759765625,44251136.0,44981.04031960447,-2126.740966796875,0.0,44251136.0,0.0,2244.029772727,0.0,0.04815443977713585,"{'sha256': '49144d9f5d6b1e52a7e8d0379209e5aebb29ec3a6124df678bb19a77682d4198', 'path': 'media/html/render_44251136_49144d9f5d6b1e52a7e8.html', 'size': 3962157.0, '_type': 'html-file'}",0.0007586577557958663
0.0,0.0,8.0146484375,0.0,0.048828125,0.0,1774225190.4971154,2907.97900390625,0.0009765625,838.859375,44505088.0,44830.623097963755,-3354.3525390625,0.0,44505088.0,0.0,2252.904787307,0.048828125,0.05199027433991432,,0.00077361601870507
0.0,0.0,5.748046875,0.0,0.0,0.0,1774225199.15955,2266.431640625,0.0,657.4580078125,44759040.0,44862.65453804015,-2628.92529296875,0.0,44759040.0,0.0,2261.591475593,0.0,0.04437030851840973,,0.0010829842649400234
0.0,0.0,6.4677734375,0.0,0.0419921875,0.0,1774225207.8461878,1891.769287109375,0.0009765625,546.01171875,45012992.0,44827.77224476665,-2183.251220703125,0.0,45012992.0,0.0,2270.22427077,0.0419921875,0.05620927736163139,,0.0009962024632841349
0.0,0.0,1.9072265625,0.0,0.0,0.0,1774225216.4789493,2284.208740234375,0.0,653.4150390625,45266944.0,44999.0209105768,-2613.0166015625,0.0,45266944.0,0.0,2278.891059827,0.0,0.057978712022304535,,0.001276062335819006
0.0,0.0,7.1455078125,0.0,0.0,0.0,1774225253.916179,2216.509765625,0.0,641.7724609375,45520896.0,44976.86552775021,-2566.2138671875,0.0,45520896.0,0.0,2307.660960969,0.0,0.045870590955019,"{'sha256': '5eb798fce13e82d18c8198f6ab2a45e86e440eb9f06a4f874d6a968c623ba21c', 'path': 'media/html/render_45520896_5eb798fce13e82d18c81.html', 'size': 3938589.0, '_type': 'html-file'}",0.0015598892932757735
0.0,0.0,2.6669921875,0.0,0.53125,0.0,1774225254.1022449,2162.637451171875,0.0009765625,615.8916015625,45774848.0,44999.547508859214,-2462.6591796875,0.0,45774848.0,0.0,2316.566973822,0.53125,0.04588128253817558,,0.0012234390014782548
0.0,0.0,2.8603515625,0.0,0.0,0.0,1774225262.8214965,1964.3291015625,0.0,569.1748046875,46028800.0,44641.1420320072,-2275.744140625,0.0,46028800.0,0.0,2325.182028088,0.0,0.042813822627067566,,0.0010920024942606688
0.0,0.0,0.154296875,0.0,0.0,0.0,1774225271.4365952,2093.11865234375,0.0,601.958984375,46282752.0,45068.94372182456,-2407.31396484375,0.0,46282752.0,0.0,2333.84879996,0.0,0.03953506052494049,,0.0007783621549606323
0.0,0.0,1.3212890625,0.0,0.0,0.0,1774225280.1034977,2383.42578125,0.0,667.1826171875,46536704.0,44944.20242581382,-2667.91259765625,0.0,46536704.0,0.0,2342.487034429,0.0,0.040580011904239655,,0.0009420091519132257
0.0,0.0,7.3203125,0.0,0.0,0.0,1774225316.4919648,2046.6019287109375,0.0,577.474609375,46790656.0,44918.22503967633,-2309.39453125,0.0,46790656.0,0.0,2370.236792651,0.0,0.03217310458421707,"{'sha256': '592142dd0be1a37e52c62bc1cbd11633586c05b7cdc9095af087b8852735abfc', 'path': 'media/html/render_46790656_592142dd0be1a37e52c6.html', 'size': 3968817.0, '_type': 'html-file'}",0.001350635546259582
0.0,0.0,3.5625,0.0,0.0,0.0,1774225316.7609708,1963.062255859375,0.0,578.2578125,47044608.0,44755.75349424311,-2312.452392578125,0.0,47044608.0,0.0,2379.171458756,0.0,0.04363507404923439,,0.0012995012803003192
0.0,0.0,3.908203125,0.0,0.0,0.0,1774225325.426069,1935.77978515625,0.0,555.001953125,47298560.0,44761.01590781369,-2219.192138671875,0.0,47298560.0,0.0,2387.849558471,0.0,0.0333854965865612,,0.0013412950793281198
0.0,0.0,3.9794921875,0.0,0.0,0.0,1774225334.1037824,2297.029541015625,0.0,652.7080078125,47552512.0,44878.613684028154,-2610.02685546875,0.0,47552512.0,0.0,2396.480162444,0.0,0.03789718821644783,,0.0008286318625323474
0.0,0.0,5.0009765625,0.0,0.0185546875,0.0,1774225342.7347977,1595.142822265625,0.001953125,466.9658203125,47806464.0,44948.731546556024,-1867.1767578125,0.0,47806464.0,0.0,2405.160725284,0.0185546875,0.03421475365757942,,0.0009841305436566472
0.0,0.0,5.4599609375,0.0,0.0,0.0,1774225381.0256772,2252.447265625,0.0,635.6416015625,48060416.0,44829.61365447467,-2541.941162109375,0.0,48060416.0,0.0,2434.77047106,0.0,0.035609789192676544,"{'size': 3964545.0, '_type': 'html-file', 'sha256': '99192c3cb868123ab7e2397ef60331abb24792e5f250696cae1e4ba5e30c6cd2', 'path': 'media/html/render_48060416_99192c3cb868123ab7e2.html'}",0.0006496688583865762
0.0,0.0,1.0693359375,0.0,0.0,0.0,1774225381.2478716,2196.76806640625,0.0,624.2900390625,48314368.0,44928.24398336314,-2496.185546875,0.0,48314368.0,0.0,2443.69797527,0.0,0.020785657688975334,,0.0012821973068639636
0.0,0.0,9.0986328125,0.0,0.0,0.0,1774225389.9525962,1462.122802734375,0.0,432.3916015625,48568320.0,44737.35981911379,-1728.81396484375,0.0,48568320.0,0.0,2452.323652349,0.0,0.012437470257282257,,0.0021823139395564795
0.0,0.0,1.314453125,0.0,0.0,0.0,1774225398.5784948,1898.01513671875,0.0,546.6083984375,48822272.0,45014.067083709364,-2185.603759765625,0.0,48822272.0,0.0,2461.004318107,0.0,0.020953966304659843,,0.0013008684618398547
0.0,0.0,4.8486328125,0.0,0.0,0.0,1774225407.2591033,2147.9052734375,0.0,598.6220703125,49076224.0,44850.740310989844,-2393.36669921875,0.0,49076224.0,0.0,2469.65693982,0.0,0.028674036264419556,,0.0005086333258077502
0.0,0.0,2.748046875,0.0,0.0,0.0,1774225444.9419937,1829.302734375,0.0,508.7587890625,49330176.0,44848.32499005373,-2034.2694091796875,0.0,49330176.0,0.0,2498.686759586,0.0,0.021815674379467964,"{'path': 'media/html/render_49330176_b3aed1f339ba04212e59.html', 'size': 3917365.0, '_type': 'html-file', 'sha256': 'b3aed1f339ba04212e598def4f4cabc345926b0edff136325a41e565b8d45a75'}",0.000969021872151643
0.0,0.0,2.09765625,0.0,0.0,0.0,1774225445.1385024,2101.1962890625,0.0,577.8916015625,49584128.0,44885.07769270166,-2310.97607421875,0.0,49584128.0,0.0,2507.558331297,0.0,0.021382160484790802,,0.0008254846907220781
0.0,0.0,4.78515625,0.0,0.0,0.0,1774225453.8128848,1728.523193359375,0.0,494.423828125,49838080.0,44731.07165563549,-1977.0462646484375,0.0,49838080.0,0.0,2516.241673912,0.0,0.024945493787527084,,0.0005293203284963965
0.0,0.0,3.8642578125,0.0,0.0,0.0,1774225462.4964404,1702.3360595703125,0.0,485.970703125,50092032.0,44851.97734308583,-1942.9468994140625,0.0,50092032.0,0.0,2524.87613218,0.0,0.023180708289146423,,0.00045910407789051533
0.0,0.0,9.2392578125,0.0,0.0,0.0,1774225471.130941,1860.59765625,0.0,534.6689453125,50345984.0,44954.27090805651,-2137.90625,0.0,50345984.0,0.0,2533.553972612,0.0,0.022757820785045624,,0.0003598023613449186
0.0,0.0,4.3232421875,0.0,0.6748046875,0.0,1774225507.3965087,2486.59716796875,0.0009765625,707.8232421875,50599936.0,44861.87605694144,-2830.0546875,0.0,50599936.0,0.0,2561.141291416,0.6748046875,0.019371571019291878,"{'sha256': '2916634a8ce2430ba67f4e4a16a41a5f6f5f17c7535c62484f3bb96b27f8a057', 'path': 'media/html/render_50599936_2916634a8ce2430ba67f.html', 'size': 4044089.0, '_type': 'html-file'}",0.0003483235486783087
0.0,0.0,9.884765625,0.0,0.0,0.0,1774225507.5933373,2464.63232421875,0.0,714.3623046875,50853888.0,45021.55398193731,-2856.734375,0.0,50853888.0,0.0,2570.078872614,0.0,0.018529267981648445,,0.00029543545679189265
0.0,0.0,5.5224609375,0.0,0.0,0.0,1774225516.3335776,2124.866455078125,0.0,591.873046875,51107840.0,44488.73008083974,-2366.333984375,0.0,51107840.0,0.0,2578.694984052,0.0,0.016665099188685417,,0.0002036321529885754
0.0,0.0,12.5966796875,0.0,0.0,0.0,1774225524.9494708,1888.1279296875,0.0,559.3720703125,51361792.0,45131.52180509835,-2236.747802734375,0.0,51361792.0,0.0,2587.369281708,0.0,0.014767482876777649,,0.00022696508676744998
0.0,0.0,15.4287109375,0.0,0.0,0.0,1774225533.62391,2238.528076171875,0.0,650.0634765625,51615744.0,44888.336879343406,-2599.26123046875,0.0,51615744.0,0.0,2588.234496866,0.0,0.01466337963938713,,0.00026088414597325027
