eval/episode_reward_ctrl,_step,eval/episode_reward_survive,step,training/entropy,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_near,training/alpha_loss,render,training/log_alpha,training/sps,eval/episode_dist,training/critic_loss,eval/episode_success_easy,_runtime,eval/episode_success_hard,eval/episode_reward,eval/episode_success,eval/episode_reward_dist
-1116.4150390625,49330176.0,279.544921875,49330176.0,0.0,0.0,1774217610.4123409,0.035677459090948105,0.0,0.0,"{'path': 'media/html/render_49330176_d8e338bdf83766ae8d8a.html', 'size': 4023869.0, '_type': 'html-file', 'sha256': 'd8e338bdf83766ae8d8a5de2d0e90fd39322ff5f15ee42291404adbe44732642'}",0.0,44796.18432183012,928.1112060546875,0.00015975243877619505,0.1435546875,2507.80148089,0.0,0.0,0.0,0.0
-1146.7696533203125,49584128.0,287.021484375,49584128.0,0.0,0.0,1774217610.6345923,0.03570514917373657,0.0,0.0,,0.0,44806.7426091406,1002.8712768554688,0.00010783106699818745,1.923828125,2516.706431433,0.0,0.0,0.0,0.0
-1334.943603515625,49838080.0,333.9345703125,49838080.0,0.0,0.0,1774217619.3167732,0.030486315488815308,0.0,0.0,,0.0,44721.00713502744,1186.435302734375,0.00019413894915487617,1.0224609375,2525.392005289,0.0,0.0,0.0,0.0
-1208.591064453125,50092032.0,302.4599609375,50092032.0,0.0,0.0,1774217628.0022638,0.027648551389575005,0.0,0.0,,0.0,44873.13265003615,1049.9337158203125,0.0002610044030006975,0.048828125,2534.0447791,0.0,0.0,0.0,0.0
-1914.96826171875,50345984.0,479.162109375,50345984.0,0.0,0.0,1774217636.6550927,0.027896909043192863,0.0,0.0,,0.0,44848.26833983134,1693.75732421875,0.00015320772945415229,1.0703125,2542.731772401,0.0,0.0,0.0,0.0
-1446.2945556640625,50599936.0,362.0205078125,50599936.0,0.0,0.0,1774217673.1009567,0.02577606402337551,0.0,0.0,"{'_type': 'html-file', 'sha256': '9a5235b7c5627fd195b3dfdc3789ce74ca6e7f88bcb8c91cde81ac3327ac8303', 'path': 'media/html/render_50599936_9a5235b7c5627fd195b3.html', 'size': 3979829.0}",0.0,44816.855189325266,1229.56640625,0.00018041803559754044,1.927734375,2570.490079732,0.0,0.0,0.0,0.0
-725.01611328125,50853888.0,181.5986328125,50853888.0,0.0,0.0,1774217673.3072128,0.028140772134065628,0.0,0.0,,0.0,44912.64531946258,626.622314453125,7.855131843825802e-05,1.123046875,2579.43180132,0.0,0.0,0.0,0.0
-1535.836181640625,51107840.0,384.40625,51107840.0,0.0,0.0,1774217682.0421567,0.025873340666294098,0.0,0.0,,0.0,44560.562447638345,1326.360595703125,4.87984434585087e-05,1.9013671875,2588.039138463,0.0,0.0,0.0,0.0
-1662.646240234375,51361792.0,416.2265625,51361792.0,0.0,0.0,1774217690.6494546,0.0219887625426054,0.0,0.0,,0.0,45203.322900196596,1395.324462890625,0.00014195505355019122,2.0341796875,2596.730805306,0.0,0.0,0.0,0.0
-1923.6885986328125,51615744.0,481.7353515625,51615744.0,0.0,0.0,1774217699.341241,0.02223753184080124,0.0,0.0,,0.0,44733.972220090836,1695.0986328125,0.00013703529839403927,1.1064453125,2597.556328351,0.0,0.0,0.0,0.0
