training/entropy,_step,eval/episode_dist,eval/episode_reward_near,eval/episode_success_any,training/log_alpha,eval/episode_reward,eval/episode_success,eval/episode_success_hard,eval/episode_reward_dist,training/critic_loss,eval/episode_reward_survive,_timestamp,_runtime,training/sps,training/alpha_loss,eval/episode_reward_ctrl,step,eval/episode_success_easy,render,training/actor_loss
0.0,23681024.0,3074.1455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006138088647276163,904.947265625,1773771818.099501,1237.078900606,42080.66314914587,1.1540439572854666e-06,-1937.072021484375,23681024.0,1.8046875,,-0.21907959878444672
0.0,23934976.0,3133.40869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007649761624634266,922.30078125,1773771855.8567984,1265.784563798,42050.71016514058,-4.812098268303089e-06,-2132.50634765625,23934976.0,10.12109375,"{'_type': 'html-file', 'sha256': '22ef869ba1bc1bfb68a35b05fc903edc883f6e0faba61a9e55ea8f4eac50f0aa', 'path': 'media/html/render_23934976_22ef869ba1bc1bfb68a3.html', 'size': 4083225.0}",-0.289030522108078
0.0,24188928.0,3234.042236328125,0.0,0.0009765625,0.0,0.0029296875,0.0029296875,0.0,0.0,0.0069976868107914925,961.88671875,1773771856.0413547,1275.058572416,42006.40557241794,-7.636393775101169e-07,-2166.85498046875,24188928.0,14.275390625,,-0.2519935369491577
0.0,24442880.0,3209.133056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008729593828320503,927.939453125,1773771865.1302545,1284.148351978,41847.23785178981,-9.467161135034985e-07,-2046.9588623046875,24442880.0,12.5869140625,,-0.25250744819641113
0.0,24696832.0,3050.267578125,0.0,0.00390625,0.0,0.388671875,0.388671875,0.0,0.0,0.008681102655827999,904.3046875,1773771874.2198634,1293.193426835,42095.49094751935,1.6330346852555522e-06,-1972.8704833984375,24696832.0,15.23046875,,-0.2959720492362976
0.0,24950784.0,3198.177490234375,0.0,0.0009765625,0.0,0.1865234375,0.1865234375,0.0,0.0,0.008584112860262394,939.4189453125,1773771883.2651596,1302.281128522,42103.253263890656,-2.1929696458755643e-07,-2079.22021484375,24950784.0,10.1044921875,,-0.3373861014842987
0.0,25204736.0,2892.032470703125,0.0,0.0009765625,0.0,0.0068359375,0.0068359375,0.0,0.0,0.00801114086061716,845.78125,1773771921.2069325,1331.134737274,42115.490755327126,5.696325388271362e-06,-1925.20458984375,25204736.0,4.9404296875,"{'size': 4082813.0, '_type': 'html-file', 'sha256': '1b6414ead658a030b089456f6b5c80d5550817c657e9d95c5acf5df03a263b7b', 'path': 'media/html/render_25204736_1b6414ead658a030b089.html'}",-0.3102627098560333
0.0,25458688.0,3012.7705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006978445220738649,886.228515625,1773771921.3945696,1340.446677631,42037.443485776595,-4.717479441751493e-06,-1970.3709716796875,25458688.0,7.265625,,-0.25720155239105225
0.0,25712640.0,2984.54833984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007014964707195759,868.27734375,1773771930.5182436,1349.50196156,41956.71485701516,1.0474667533344473e-06,-1949.28564453125,25712640.0,9.8037109375,,-0.25096219778060913
0.0,25966592.0,3166.09814453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005960211623460054,921.55859375,1773771939.5734575,1358.592593467,42025.763659345204,8.375224751944188e-06,-2091.41064453125,25966592.0,8.033203125,,-0.23772291839122772
0.0,26220544.0,3241.098876953125,0.0,0.0009765625,0.0,0.8623046875,0.8623046875,0.0,0.0,0.005329814739525318,950.5361328125,1773771948.6633656,1367.654157218,42101.30950425445,-1.936683020176133e-06,-2061.49755859375,26220544.0,5.4013671875,,-0.23902949690818787
0.0,26474496.0,3133.9423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006948580965399742,919.1650390625,1773771986.5917904,1396.51947315,41973.979347569904,-3.3608880585234147e-06,-2065.89892578125,26474496.0,8.1015625,"{'path': 'media/html/render_26474496_69f571835f5f8efc52e4.html', 'size': 4125825.0, '_type': 'html-file', 'sha256': '69f571835f5f8efc52e4929b8dd7afd5d776f5a948c9730f18ddf52c13b22aad'}",-0.30354419350624084
0.0,26728448.0,3194.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006386762019246817,928.0771484375,1773771986.7872128,1405.787798603,42138.88846216216,5.151537152414676e-06,-2091.861083984375,26728448.0,1.671875,,-0.28348907828330994
0.0,26982400.0,3043.095703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069516971707344055,890.017578125,1773771995.859291,1414.866174753,41971.23545728726,-8.918274943425786e-06,-2011.954833984375,26982400.0,3.1572265625,,-0.24573387205600739
0.0,27236352.0,3166.42431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007659015711396933,931.767578125,1773772004.9376943,1423.890859147,42178.14455727084,-2.0257762116671074e-06,-2073.546875,27236352.0,18.48828125,,-0.27893948554992676
0.0,27490304.0,3199.88818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007268670480698347,930.2900390625,1773772013.962487,1432.982847063,42221.06506170749,5.245426109468099e-06,-2176.8193359375,27490304.0,1.490234375,,-0.2998892366886139
0.0,27744256.0,3099.767578125,0.0,0.0009765625,0.0,0.8486328125,0.8486328125,0.0,0.0,0.007435912266373634,903.6826171875,1773772051.884905,1461.812633986,42068.32459666574,-5.790009254269535e-07,-1977.7562255859375,27744256.0,10.9921875,"{'size': 4106685.0, '_type': 'html-file', 'sha256': '96b1b4d765056cfa82c1e2e010ef8bac91f05cb2b8a1230d4576bc75a94c17d8', 'path': 'media/html/render_27744256_96b1b4d765056cfa82c1.html'}",-0.2892642021179199
0.0,27998208.0,3204.09228515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00770487729460001,943.4306640625,1773772052.0620112,1471.075615044,42136.48801383905,3.4849058465624694e-06,-2147.649658203125,27998208.0,3.0537109375,,-0.2424408346414566
0.0,28252160.0,2955.70947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066985017620027065,862.0556640625,1773772061.147375,1480.097673359,42136.241316593114,3.79923835680529e-06,-1923.39404296875,28252160.0,10.357421875,,-0.2558786869049072
0.0,28506112.0,3083.55322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005185096990317106,906.1513671875,1773772070.169243,1489.179682356,42252.13954387445,2.2882215944264317e-06,-1971.073974609375,28506112.0,6.4052734375,,-0.183058500289917
0.0,28760064.0,3271.61669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006319363601505756,955.5185546875,1773772079.2512403,1498.202775176,42152.57457361528,-2.7961930300079985e-06,-2018.9366455078125,28760064.0,5.6845703125,,-0.2352188676595688
0.0,29014016.0,3166.396728515625,0.0,0.00390625,0.0,1.6064453125,1.6064453125,0.0,0.0,0.006576817482709885,934.255859375,1773772117.0538962,1526.981602075,42238.58133374067,1.6203709947149036e-06,-2067.517578125,29014016.0,39.4599609375,"{'sha256': '0d99179f4363edc9d02c0227003965cb81ad29bb18ec194f2831fa18a849981e', 'path': 'media/html/render_29014016_0d99179f4363edc9d02c.html', 'size': 4073353.0, '_type': 'html-file'}",-0.2467641681432724
0.0,29267968.0,3044.48046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007360025774687529,888.80859375,1773772117.2346597,1536.238567486,42182.32710387226,-1.3899394843974733e-06,-1965.443603515625,29267968.0,9.5673828125,,-0.2610064744949341
0.0,29521920.0,3207.71337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005951873958110809,947.5283203125,1773772126.3101785,1545.32671445,41968.1033290972,1.631297692483713e-07,-2103.9794921875,29521920.0,5.3505859375,,-0.1947816163301468
0.0,29775872.0,3168.0146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005478648468852043,935.6240234375,1773772135.3982193,1554.349856863,42073.743427922294,2.9791744964313693e-06,-2090.4638671875,29775872.0,8.662109375,,-0.15389274060726166
0.0,30029824.0,3149.454833984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007283675484359264,914.4296875,1773772144.421566,1563.407611302,42253.3094561997,-1.1641071751000709e-06,-1964.49072265625,30029824.0,7.7568359375,,-0.21167774498462677
0.0,30283776.0,3205.94189453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525007164105773,926.2080078125,1773772182.228686,1592.156363443,42193.08125834705,1.6706417227396742e-06,-2028.383056640625,30283776.0,1.1279296875,"{'_type': 'html-file', 'sha256': '1763009e86405db3eb18c0fbaf1f96ead0d42ee8d6e4bb0a1768978909a76721', 'path': 'media/html/render_30283776_1763009e86405db3eb18.html', 'size': 4158577.0}",-0.14017342031002045
0.0,30537728.0,3148.924560546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065704635344445705,915.365234375,1773772182.4534934,1601.493189644,42243.11764037974,1.1681945579766762e-06,-2184.25634765625,30537728.0,5.71875,,-0.18730014562606812
0.0,30791680.0,3183.68115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006218645256012678,920.1044921875,1773772191.5646744,1610.542286315,41878.949797720095,-9.062508610213627e-08,-2118.18505859375,30791680.0,10.6767578125,,-0.18249842524528503
0.0,31045632.0,3310.25244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004087391309440136,977.3828125,1773772200.613819,1619.625487768,42059.213273495356,-2.270528796088911e-07,-2162.33203125,31045632.0,8.029296875,,-0.1060754582285881
0.0,31299584.0,3217.18505859375,0.0,0.001953125,0.0,0.865234375,0.865234375,0.0,0.0,0.003950392361730337,944.9931640625,1773772209.6970255,1628.682053598,42024.98435070716,2.800622951326659e-06,-2144.24560546875,31299584.0,16.0615234375,,-0.11604751646518707
0.0,31553536.0,3086.942138671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038393998984247446,910.7138671875,1773772247.8343506,1657.762052779,42045.30722301294,1.3731217904933146e-06,-2143.2412109375,31553536.0,14.439453125,"{'path': 'media/html/render_31553536_3f51b17927b8e55de032.html', 'size': 4126945.0, '_type': 'html-file', 'sha256': '3f51b17927b8e55de032dd8ec3aa6b22a62d51312e336dd49efb2fba8a55349b'}",-0.09871629625558853
0.0,31807488.0,3133.837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041935015469789505,917.89453125,1773772248.0372643,1667.050098182,42200.07874671674,1.2781702025677077e-06,-2170.483154296875,31807488.0,3.99609375,,-0.13919739425182343
0.0,32061440.0,3245.7431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033481137361377478,944.427734375,1773772257.1218069,1676.112923817,41890.24172091564,4.373571300675394e-06,-2084.22412109375,32061440.0,2.5078125,,-0.12972144782543182
0.0,32315392.0,3159.87255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003552303882315755,935.1298828125,1773772266.184486,1685.16845908,42189.34274923276,-3.0107942166068824e-06,-2034.58203125,32315392.0,11.142578125,,-0.1543305367231369
0.0,32569344.0,3062.548583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003187950234860182,903.0166015625,1773772275.2402422,1694.243477833,42021.809381299536,-1.2645037941183546e-06,-2077.598388671875,32569344.0,11.921875,,-0.14812928438186646
0.0,32823296.0,3282.05224609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037344214506447315,971.361328125,1773772312.408362,1722.336049799,42127.423787249274,3.076741450058762e-06,-2288.29638671875,32823296.0,12.4609375,"{'path': 'media/html/render_32823296_c4f27434b236466694b0.html', 'size': 4088925.0, '_type': 'html-file', 'sha256': 'c4f27434b236466694b08c914472589cc4cd9a4af0d50cf79338f65eae453e7a'}",-0.18062829971313477
0.0,33077248.0,3167.724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003479836042970419,948.4765625,1773772312.594851,1731.642665284,42012.85739098784,-2.8311344522080617e-06,-2323.6337890625,33077248.0,10.349609375,,-0.14211668074131012
0.0,33331200.0,3231.988525390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003960217349231243,960.7724609375,1773772321.71416,1740.711708748,41918.78358442646,-1.9980339516223466e-07,-2248.30126953125,33331200.0,12.685546875,,-0.17720288038253784
0.0,33585152.0,3215.3916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037391555961221457,959.046875,1773772330.7832105,1749.793573701,41946.32531537662,3.385115974197106e-07,-2089.954833984375,33585152.0,6.1357421875,,-0.15127815306186676
0.0,33839104.0,3301.47314453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005124557763338089,961.55859375,1773772339.8646636,1758.843772154,42054.31455845022,-2.605201416372438e-06,-2115.00732421875,33839104.0,1.1318359375,,-0.19998691976070404
0.0,34093056.0,3254.71142578125,0.0,0.0009765625,0.0,0.08203125,0.08203125,0.0,0.0,0.004181819036602974,955.4794921875,1773772377.8878632,1787.815553288,42055.24771718961,9.938048606272787e-07,-2255.466064453125,34093056.0,11.390625,"{'path': 'media/html/render_34093056_bcff3f72501359598287.html', 'size': 4036637.0, '_type': 'html-file', 'sha256': 'bcff3f7250135959828721ce30756afc6c620304a230db6f01b0eb2b4d6ee42b'}",-0.15030138194561005
0.0,34347008.0,3286.1962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036092244554311037,970.03515625,1773772378.083531,1797.084069609,42040.751903839,7.429485435750394e-07,-2219.422607421875,34347008.0,12.2080078125,,-0.1421043425798416
0.0,34600960.0,3021.615478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004186760634183884,893.3154296875,1773772387.1551516,1806.154008516,41982.094033417554,-6.895718343002954e-07,-1999.20458984375,34600960.0,9.4658203125,,-0.1724468171596527
0.0,34854912.0,3248.675537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004649445880204439,957.857421875,1773772396.2257137,1815.210408235,42130.10315253566,3.2669224765413674e-06,-2111.615966796875,34854912.0,7.4873046875,,-0.1863597333431244
0.0,35108864.0,3239.21875,0.0,0.0009765625,0.0,0.1220703125,0.1220703125,0.0,0.0,0.004922641906887293,961.255859375,1773772405.2822287,1824.291748702,41998.37753270783,4.628492433766951e-07,-2239.43603515625,35108864.0,6.9140625,,-0.18950869143009186
0.0,35362816.0,3275.4384765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004829966463148594,949.3125,1773772443.181954,1853.109665165,42078.43888292895,-1.9494193566060858e-06,-2066.1123046875,35362816.0,11.2763671875,"{'path': 'media/html/render_35362816_9892f37e5ee41e676b83.html', 'size': 4129405.0, '_type': 'html-file', 'sha256': '9892f37e5ee41e676b8390d37c5ce82a5e092b40dad82d71e9984a13f3af5e2d'}",-0.1841411292552948
0.0,35616768.0,3249.25927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005414239130914211,964.3857421875,1773772443.3749132,1862.414827925,41968.33813981557,5.638796665152768e-07,-2114.3583984375,35616768.0,18.34765625,,-0.1824139654636383
0.0,35870720.0,3393.983154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004641400650143623,975.833984375,1773772452.4865832,1871.473895649,41926.525421111575,-1.0289347756042844e-06,-2133.84912109375,35870720.0,10.7314453125,,-0.12229051440954208
0.0,36124672.0,3139.01220703125,0.0,0.0009765625,0.0,0.0107421875,0.0107421875,0.0,0.0,0.0024623265489935875,918.8095703125,1773772461.5454283,1880.556221399,42024.85667949419,6.970482445467496e-06,-2098.06591796875,36124672.0,7.6103515625,,-0.06174018606543541
0.0,36378624.0,3186.807861328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036712612491101027,948.181640625,1773772470.6277673,1889.604070506,42067.17985815232,-1.213006726175081e-06,-2216.001953125,36378624.0,11.0078125,,-0.132612407207489
0.0,36632576.0,3315.63330078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051462347619235516,970.0908203125,1773772507.5952363,1917.522915103,42082.62162901079,5.015145347897487e-07,-2159.94287109375,36632576.0,3.5732421875,"{'size': 4165097.0, '_type': 'html-file', 'sha256': '759ac696edc108853b71ed49d374665e61f02a7b7afd87e7a5cd395e3c4f4925', 'path': 'media/html/render_36632576_759ac696edc108853b71.html'}",-0.1738756000995636
0.0,36886528.0,3224.46630859375,0.0,0.0009765625,0.0,0.9365234375,0.9365234375,0.0,0.0,0.005963810253888369,954.94921875,1773772507.8533528,1926.880882775,42038.364282036804,-2.95038080366794e-06,-2199.739501953125,36886528.0,10.4462890625,,-0.1823274940252304
0.0,37140480.0,3191.92578125,0.0,0.0009765625,0.0,0.853515625,0.853515625,0.0,0.0,0.0042442437261343,943.3515625,1773772516.9523785,1935.970789452,41787.2543277674,9.310807627116446e-07,-2125.867919921875,37140480.0,27.0205078125,,-0.1578383594751358
0.0,37394432.0,2981.43408203125,0.0,0.0009765625,0.0,0.6103515625,0.6103515625,0.0,0.0,0.004532987717539072,873.1533203125,1773772526.0419915,1945.029375371,41992.89862995726,-2.7613441488938406e-07,-2105.81689453125,37394432.0,6.83203125,,-0.18628153204917908
0.0,37648384.0,3179.044921875,0.0,0.001953125,0.0,1.7412109375,1.7412109375,0.0,0.0,0.004530287813395262,951.4619140625,1773772535.1011467,1954.093747544,41992.7032769271,-1.1434768794060801e-06,-2250.591064453125,37648384.0,27.5029296875,,-0.16405291855335236
0.0,37902336.0,3207.64697265625,0.0,0.001953125,0.0,0.9140625,0.9140625,0.0,0.0,0.004444272257387638,950.0126953125,1773772573.376509,1983.304186607,42174.86791776575,2.5375361474289093e-06,-2236.9833984375,37902336.0,30.0908203125,"{'path': 'media/html/render_37902336_87a4d2674816c41eab76.html', 'size': 4045589.0, '_type': 'html-file', 'sha256': '87a4d2674816c41eab7615b24ab039ca96b781dd45158af5f3489ed683baf439'}",-0.16854718327522278
0.0,38156288.0,3239.87255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005916734226047993,970.5009765625,1773772573.558615,1992.5903469,42167.01741091132,-1.7766365090210456e-06,-2310.078125,38156288.0,10.560546875,,-0.18697084486484528
0.0,38410240.0,3181.255615234375,0.0,0.0029296875,0.0,0.765625,0.765625,0.0,0.0,0.00699588330462575,927.4267578125,1773772582.6617894,2001.651570206,41944.50998700102,-6.946615940250922e-06,-2146.59033203125,38410240.0,23.17578125,,-0.19781003892421722
0.0,38664192.0,3223.291748046875,0.0,0.0009765625,0.0,0.6103515625,0.6103515625,0.0,0.0,0.006941976025700569,939.1279296875,1773772591.7231035,2010.73545718,41974.22249439182,4.884307713837188e-07,-2149.190185546875,38664192.0,15.697265625,,-0.24737809598445892
0.0,38918144.0,3324.0771484375,0.0,0.0009765625,0.0,0.78125,0.78125,0.0,0.0,0.00911438837647438,964.1279296875,1773772600.8070495,2019.781982529,42056.880014340735,-1.0531075531616807e-06,-2226.427490234375,38918144.0,6.6337890625,,-0.2799290418624878
0.0,39172096.0,3286.28662109375,0.0,0.0009765625,0.0,0.693359375,0.693359375,0.0,0.0,0.008478294126689434,959.8369140625,1773772638.872206,2048.799899801,42104.6579416383,3.426809598749969e-06,-2216.21533203125,39172096.0,9.6484375,"{'size': 4118653.0, '_type': 'html-file', 'sha256': '19b5c57dab89888ba449d35a9c60319f6282e5179b36598914c275a121828f89', 'path': 'media/html/render_39172096_19b5c57dab89888ba449.html'}",-0.2006334662437439
0.0,39426048.0,3325.41162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006160333286970854,957.033203125,1773772639.0540698,2058.073424358,42170.03738971039,3.5749797007156303e-06,-2143.205078125,39426048.0,5.2939453125,,-0.14554667472839355
0.0,39680000.0,3117.62744140625,0.0,0.0029296875,0.0,0.373046875,0.373046875,0.0,0.0,0.007703947369009256,920.255859375,1773772648.145173,2067.144979874,41858.21658683563,-2.996245882513904e-07,-2043.911376953125,39680000.0,7.5263671875,,-0.22385622560977936
0.0,39933952.0,3189.81591796875,0.0,0.0009765625,0.0,0.6748046875,0.6748046875,0.0,0.0,0.007818873971700668,942.8798828125,1773772657.2166014,2076.191372904,42128.05360740323,1.1616771189437713e-06,-2251.6884765625,39933952.0,21.912109375,,-0.2567543387413025
0.0,40187904.0,3169.685791015625,0.0,0.00390625,0.0,1.0634765625,1.0634765625,0.0,0.0,0.009824376553297043,942.68359375,1773772666.2631702,2085.275908538,42077.85542601506,-2.9874875053792493e-06,-2287.396484375,40187904.0,24.41015625,,-0.3031713366508484
0.0,40441856.0,3178.16796875,0.0,0.0009765625,0.0,0.0048828125,0.0048828125,0.0,0.0,0.009338107891380787,948.548828125,1773772704.653983,2114.581677085,42036.43314494356,1.1732158782251645e-06,-2199.44677734375,40441856.0,21.4775390625,"{'sha256': 'a343463c58536d0a2ba44ba052995ce2630aec5815b96f8dea27ba745b8f9c8d', 'path': 'media/html/render_40441856_a343463c58536d0a2ba4.html', 'size': 4035997.0, '_type': 'html-file'}",-0.2557101845741272
0.0,40695808.0,2960.148193359375,0.0,0.0009765625,0.0,0.068359375,0.068359375,0.0,0.0,0.012567548081278801,893.498046875,1773772704.8539789,2123.884953382,42092.16891861906,3.349182861711597e-06,-2033.0347900390625,40695808.0,18.5859375,,-0.3445301055908203
0.0,40949760.0,3215.47998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011730101890861988,945.72265625,1773772713.9564402,2132.924628336,41955.83729695778,-1.756188339641085e-06,-2102.048583984375,40949760.0,8.453125,,-0.2718052268028259
0.0,41203712.0,3206.2119140625,0.0,0.0009765625,0.0,0.853515625,0.853515625,0.0,0.0,0.009264318272471428,938.6875,1773772722.99626,2141.994004836,42122.59745741548,-1.0064849220725591e-06,-2145.159912109375,41203712.0,10.390625,,-0.23033158481121063
0.0,41457664.0,3140.837890625,0.0,0.0009765625,0.0,0.623046875,0.623046875,0.0,0.0,0.008733761496841908,924.1728515625,1773772732.0656025,2151.043228507,42152.09748639156,4.307794370106421e-06,-2147.75927734375,41457664.0,6.140625,,-0.2236333042383194
0.0,41711616.0,3178.04052734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009743815287947655,939.5341796875,1773772769.0986993,2179.026400524,42089.085240925255,4.6066290337876126e-07,-2147.728271484375,41711616.0,14.0107421875,"{'path': 'media/html/render_41711616_3ab6308dd78c51637364.html', 'size': 4138841.0, '_type': 'html-file', 'sha256': '3ab6308dd78c5163736412be5f29cb2272faf29d91ec8944e20430fc251bbc7a'}",-0.19033536314964294
0.0,41965568.0,3095.322265625,0.0,0.001953125,0.0,1.076171875,1.076171875,0.0,0.0,0.010605331510305405,912.2060546875,1773772769.2917514,2188.329109725,42045.06325194175,-3.1507927360507892e-06,-2065.42724609375,41965568.0,11.16015625,,-0.23604005575180054
0.0,42219520.0,3171.39697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011277862824499607,925.1982421875,1773772778.4006424,2197.39690356,41925.92471594907,7.494178611011648e-09,-2083.888916015625,42219520.0,9.859375,,-0.21785859763622284
0.0,42473472.0,3243.1904296875,0.0,0.001953125,0.0,0.7001953125,0.7001953125,0.0,0.0,0.011347716674208641,958.37109375,1773772787.468617,2206.43959347,42166.421479465345,-1.076368448593712e-06,-2182.513671875,42473472.0,20.599609375,,-0.24504105746746063
0.0,42727424.0,3219.26171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011051591485738754,932.9794921875,1773772796.5113466,2215.507697038,42130.12314908021,3.3986020753218327e-06,-2185.136962890625,42727424.0,5.1064453125,,-0.2786940336227417
0.0,42981376.0,3298.431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01161031611263752,975.607421875,1773772834.7857761,2244.713448252,42235.25845414431,9.125138831223012e-07,-2205.692626953125,42981376.0,13.1337890625,"{'size': 4109353.0, '_type': 'html-file', 'sha256': 'eaef5be719866e6b4c0ec9a426332617464f27eb76bc6b23cb4d82335cab1dad', 'path': 'media/html/render_42981376_eaef5be719866e6b4c0e.html'}",-0.2895086705684662
0.0,43235328.0,3228.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010695433244109154,953.982421875,1773772834.994544,2254.051164781,42022.651571862945,-2.7724026949726976e-06,-2148.62060546875,43235328.0,3.5810546875,,-0.2626749277114868
0.0,43489280.0,3299.099609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01158833783119917,966.6025390625,1773772844.12281,2263.085992277,41904.56302007851,5.268010681902524e-06,-2301.833984375,43489280.0,5.265625,,-0.25852862000465393
0.0,43743232.0,3198.39697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010132473893463612,952.794921875,1773772853.1574564,2272.158750343,42153.80070395911,-6.2464523580274545e-06,-2098.30322265625,43743232.0,11.625,,-0.29043304920196533
0.0,43997184.0,3196.71044921875,0.0,0.0029296875,0.0,1.283203125,1.283203125,0.0,0.0,0.013234391808509827,962.685546875,1773772862.2297103,2281.20372849,42208.62230524489,-4.415108207922458e-07,-2302.708251953125,43997184.0,25.873046875,,-0.3268759250640869
0.0,44251136.0,3165.76953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013902079313993454,939.0458984375,1773772899.3415027,2309.269194819,42090.27607908129,-3.5486289107211633e-06,-2242.8837890625,44251136.0,11.94140625,"{'sha256': '12810977a185060b7a06aab4934ca9f914f05f0affa1df02d2021fbd96b1479f', 'path': 'media/html/render_44251136_12810977a185060b7a06.html', 'size': 4156589.0, '_type': 'html-file'}",-0.3144279718399048
0.0,44505088.0,2985.08349609375,0.0,0.001953125,0.0,0.9248046875,0.9248046875,0.0,0.0,0.0147869773209095,896.0009765625,1773772899.5551326,2318.567799092,42163.29687096364,7.315099537663627e-06,-2096.98779296875,44505088.0,19.2939453125,,-0.36047598719596863
0.0,44759040.0,3287.9892578125,0.0,0.0048828125,0.0,0.8740234375,0.8740234375,0.0,0.0,0.01566009409725666,966.9423828125,1773772908.639367,2327.636981347,41887.966705820756,3.786065690292162e-06,-2179.88232421875,44759040.0,19.390625,,-0.36285272240638733
0.0,45012992.0,3184.135986328125,0.0,0.0029296875,0.0,0.2373046875,0.2373046875,0.0,0.0,0.01841997541487217,948.1572265625,1773772917.7085283,2336.671341104,42190.62282573012,-1.2363671885395888e-05,-2231.105224609375,45012992.0,18.90234375,,-0.39581093192100525
0.0,45266944.0,3230.801513671875,0.0,0.00390625,0.0,1.3310546875,1.3310546875,0.0,0.0,0.017232665792107582,945.337890625,1773772926.7430036,2345.755337606,42160.94370555227,1.354896426164487e-06,-2198.74658203125,45266944.0,19.744140625,,-0.3772770166397095
0.0,45520896.0,3132.490966796875,0.0,0.01171875,0.0,4.7451171875,4.7451171875,0.0,0.0,0.015320537611842155,928.3076171875,1773772964.911864,2374.839562798,42101.279550458814,1.2455599289751262e-06,-2091.39111328125,45520896.0,27.88671875,"{'path': 'media/html/render_45520896_fcad7fa6298ceaeb36ad.html', 'size': 4139941.0, '_type': 'html-file', 'sha256': 'fcad7fa6298ceaeb36ad9281aba9e32ceab6e002723494c0dfadd449fc40b79a'}",-0.3313446640968323
0.0,45774848.0,2978.79248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011753665283322334,879.70703125,1773772965.1057012,2384.134883409,42092.45834845713,6.9995921876397915e-06,-2019.718505859375,45774848.0,13.857421875,,-0.2158794105052948
0.0,46028800.0,3240.774169921875,0.0,0.001953125,0.0,0.0283203125,0.0283203125,0.0,0.0,0.010145585052669048,954.330078125,1773772974.2063737,2393.178455383,42056.312100043266,9.115387001656927e-06,-2175.582275390625,46028800.0,17.8798828125,,-0.15676775574684143
0.0,46282752.0,3214.16552734375,0.0,0.0009765625,0.0,0.6416015625,0.6416015625,0.0,0.0,0.01148541085422039,939.8193359375,1773772983.2500901,2402.266437537,42099.36093224179,2.247465772597934e-06,-2138.39306640625,46282752.0,9.373046875,,-0.2453291118144989
