render,training/entropy,training/actor_loss,_timestamp,training/sps,_step,eval/episode_dist,eval/episode_success_any,_runtime,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_reward,eval/episode_success,eval/episode_success_hard,training/log_alpha,training/critic_loss,training/alpha_loss,eval/episode_reward_survive,step,eval/episode_reward_ctrl,eval/episode_success_easy
"{'_type': 'html-file', 'sha256': '810ebcc139a1bca4cd0c494cef763138f06b79f5154e12a70b89e2ed32b8dbdb', 'path': 'media/html/render_44981248_810ebcc139a1bca4cd0c.html', 'size': 4728793.0}",0.0,-0.002516621258109808,1773870014.3027494,31956.43028774777,44981248.0,261.4961853027344,0.005859375,3139.923714487,0.0,0.0,0.01953125,0.01953125,0.0,0.0,2.50648517976515e-05,3.1755768153951536e-11,0.0,44981248.0,0.0,22.998046875
,0.0,-0.002833382226526737,1773870014.5128202,31885.914916621543,45235200.0,270.399169921875,0.005859375,3152.08948816,0.0,0.0,0.041015625,0.041015625,0.0,0.0,3.275288690929301e-05,3.177378846141998e-11,0.0,45235200.0,0.0,24.109375
,0.0,-0.003070260165259242,1773870026.4676445,31794.77585157103,45489152.0,269.89300537109375,0.001953125,3164.002230157,0.0,0.0,0.0078125,0.0078125,0.0,0.0,3.8245500036282465e-05,3.177793445052757e-11,0.0,45489152.0,0.0,21.470703125
,0.0,-0.0029874739702790976,1773870038.3808346,31915.34421372525,45743104.0,267.8929748535156,0.001953125,3175.917260845,0.0,0.0,0.005859375,0.005859375,0.0,0.0,2.7145326384925283e-05,3.1773795400313887e-11,0.0,45743104.0,0.0,20.1875
,0.0,-0.002549530705437064,1773870050.295755,31935.7241856877,45997056.0,260.827880859375,0.001953125,3187.817991904,0.0,0.0,0.00390625,0.00390625,0.0,0.0,2.542706351960078e-05,3.177413540611518e-11,0.0,45997056.0,0.0,20.291015625
"{'_type': 'html-file', 'sha256': '03cd0701686c45f5355f3b1a68dea131da87aa3c9e5d4c449d2f7c27b598a2b5', 'path': 'media/html/render_46251008_03cd0701686c45f5355f.html', 'size': 4733289.0}",0.0,-0.0019269015174359083,1773870099.3166635,31972.046350755252,46251008.0,262.147705078125,0.00390625,3224.937649215,0.0,0.0,0.03125,0.03125,0.0,0.0,1.8095322957378812e-05,3.1771821284998225e-11,0.0,46251008.0,0.0,21.703125
,0.0,-0.0023320852778851986,1773870099.5951586,31988.209878442616,46504960.0,271.470458984375,0.005859375,3237.151858024,0.0,0.0,0.01171875,0.01171875,0.0,0.0,3.0062419682508335e-05,3.1774499698045133e-11,0.0,46504960.0,0.0,20.794921875
,0.0,-0.002641447586938739,1773870111.5303664,31878.906443304717,46758912.0,268.72320556640625,0.005859375,3249.056375653,0.0,0.0,0.03515625,0.03515625,0.0,0.0,2.9216513212304562e-05,3.177191496006593e-11,0.0,46758912.0,0.0,22.33203125
,0.0,-0.0025710647460073233,1773870123.434906,31957.594251573613,47012864.0,268.04620361328125,0.0,3260.957569665,0.0,0.0,0.0,0.0,0.0,0.0,2.872253389796242e-05,3.1770683306397984e-11,0.0,47012864.0,0.0,24.08203125
,0.0,-0.0026477824430912733,1773870135.3360927,31964.681495103574,47266816.0,274.0833740234375,0.00390625,3272.848294894,0.0,0.0,0.01953125,0.01953125,0.0,0.0,2.5673867639852688e-05,2.936951376542041e-11,0.0,47266816.0,0.0,24.033203125
"{'_type': 'html-file', 'sha256': '4fbbbd572b976f622ea6a2d2181fa4f7f79a76f4eafbd3e2064703b27b266c32', 'path': 'media/html/render_47520768_4fbbbd572b976f622ea6.html', 'size': 4719249.0}",0.0,-0.0026322377379983664,1773870186.054714,32017.297137364436,47520768.0,269.51043701171875,0.00390625,3311.675681311,0.0,0.0,0.017578125,0.017578125,0.0,0.0,2.8970966013730504e-05,2.952695379865311e-11,0.0,47520768.0,0.0,24.91796875
,0.0,-0.0024332553148269653,1773870186.264232,31968.106364122432,47774720.0,266.9779052734375,0.001953125,3323.827297986,0.0,0.0,0.013671875,0.013671875,0.0,0.0,2.8842760002589785e-05,3.0698690117736405e-11,0.0,47774720.0,0.0,21.775390625
,0.0,-0.002810945501551032,1773870198.2059722,31843.789334790505,48028672.0,271.2071838378906,0.005859375,3335.705974636,0.0,0.0,0.029296875,0.029296875,0.0,0.0,2.8115664463257417e-05,3.1149968021670915e-11,0.0,48028672.0,0.0,20.49609375
,0.0,-0.0036078516859561205,1773870210.0845664,32062.706113723958,48282624.0,271.0025329589844,0.001953125,3347.607550986,0.0,0.0,0.0078125,0.0078125,0.0,0.0,4.65622179035563e-05,3.1366610697691755e-11,0.0,48282624.0,0.0,21.6484375
,0.0,-0.004115171730518341,1773870221.9861999,31975.65805850597,48536576.0,259.91070556640625,0.001953125,3359.475328366,0.0,0.0,0.013671875,0.013671875,0.0,0.0,4.2312214645789936e-05,3.150745289670631e-11,0.0,48536576.0,0.0,23.2578125
"{'_type': 'html-file', 'sha256': '5f7d07cd437143e25303cbfd820248090176e84fe444e411f190c346bc1b418a', 'path': 'media/html/render_48790528_5f7d07cd437143e25303.html', 'size': 4735149.0}",0.0,-0.004280631430447102,1773870271.0858963,32102.87614339639,48790528.0,273.56231689453125,0.0,3396.70691623,0.0,0.0,0.0,0.0,0.0,0.0,4.474668821785599e-05,3.1600957961508414e-11,0.0,48790528.0,0.0,21.640625
,0.0,-0.003803027095273137,1773870271.327486,31976.240730366484,49044480.0,268.21575927734375,0.0,3408.886207935,0.0,0.0,0.0,0.0,0.0,0.0,4.230502599966712e-05,3.167513126789423e-11,0.0,49044480.0,0.0,24.267578125
,0.0,-0.0038141929544508457,1773870283.2647498,31865.28385893931,49298432.0,274.7756652832031,0.00390625,3420.774243584,0.0,0.0,0.025390625,0.025390625,0.0,0.0,3.961845504818484e-05,3.173806703560267e-11,0.0,49298432.0,0.0,19.421875
,0.0,-0.00354684516787529,1773870295.152783,32016.49932364645,49552384.0,260.1756591796875,0.0,3432.665263612,0.0,0.0,0.0,0.0,0.0,0.0,3.398917760932818e-05,3.177270252452402e-11,0.0,49552384.0,0.0,23.787109375
,0.0,-0.004082027822732925,1773870307.043867,32013.741446464323,49806336.0,257.8978576660156,0.001953125,3444.541682205,0.0,0.0,0.009765625,0.009765625,0.0,0.0,4.657865429180674e-05,3.177417357003165e-11,0.0,49806336.0,0.0,22.78515625
"{'_type': 'html-file', 'sha256': '13bb55ea1fe76d487292d10d77efcfbf571b3939e49e6a321e6e40ddb707a9cc', 'path': 'media/html/render_50060288_13bb55ea1fe76d487292.html', 'size': 4737093.0}",0.0,-0.003910322207957506,1773870357.818853,32079.56529466722,50060288.0,268.3250732421875,0.001953125,3483.43982812,0.0,0.0,0.001953125,0.001953125,0.0,0.0,4.156521026743576e-05,3.177886079286374e-11,0.0,50060288.0,0.0,23.37890625
,0.0,-0.004211743362247944,1773870358.0386374,32034.641363570445,50314240.0,265.38201904296875,0.001953125,3495.61038944,0.0,0.0,0.00390625,0.00390625,0.0,0.0,4.5354456233326346e-05,3.177660218289802e-11,0.0,50314240.0,0.0,22.927734375
,0.0,-0.004106982611119747,1773870369.9889693,31829.301695913226,50568192.0,275.13214111328125,0.001953125,3507.507344079,0.0,0.0,0.00390625,0.00390625,0.0,0.0,4.218280446366407e-05,3.177847221480512e-11,0.0,50568192.0,0.0,21.013671875
,0.0,-0.004267608281224966,1773870381.8859322,31983.55809337675,50822144.0,271.42987060546875,0.001953125,3519.398713239,0.0,0.0,0.005859375,0.005859375,0.0,0.0,4.694579911301844e-05,3.177455173974941e-11,0.0,50822144.0,0.0,20.271484375
,0.0,-0.004177664872258902,1773870393.7768335,32021.403282877203,51076096.0,231.64169311523438,0.0,3520.169574811,0.0,0.0,0.0,0.0,0.0,0.0,4.523696770775132e-05,2.885542846331468e-11,0.0,51076096.0,0.0,20.330078125
