eval/episode_success_easy,eval/episode_success,training/alpha_loss,_timestamp,_step,eval/episode_reward,training/actor_loss,training/critic_loss,eval/episode_reward_near,training/log_alpha,eval/episode_reward_survive,training/sps,eval/episode_dist,step,_runtime,eval/episode_reward_dist,render,eval/episode_reward_ctrl,training/entropy,eval/episode_success_any,eval/episode_success_hard
18.80859375,0.0,-7.623223718944416e-10,1773849742.6902432,7904256.0,0.0,-0.006017869338393211,7.732652738923207e-05,0.0,0.0,0.0,32339.6956150681,261.32501220703125,7904256.0,603.289037134,0.0,,0.0,0.0,0.0,0.0
18.6484375,0.03125,-1.3176075785992225e-09,1773849792.6535718,8158208.0,0.03125,-0.006513973232358694,8.125163003569469e-05,0.0,0.0,0.0,32302.299659697554,250.56240844726562,8158208.0,641.426848679,0.0,"{'_type': 'html-file', 'sha256': '388b9aa06c791e1a2b2c3ace3b86c3eb61f2dc3369ab85b4b498f0ad86a417eb', 'path': 'media/html/render_8158208_388b9aa06c791e1a2b2c.html', 'size': 4766721.0}",0.0,0.0,0.00390625,0.0
10.64453125,0.0,1.5442923606556747e-09,1773849792.865243,8412160.0,0.0,-0.00565137155354023,6.12073126831092e-05,0.0,0.0,0.0,32309.51123432609,124.98806762695312,8412160.0,653.493667129,0.0,,0.0,0.0,0.0,0.0
16.181640625,0.009765625,-8.610810953157966e-10,1773849804.7199302,8666112.0,0.009765625,-0.005675903521478176,7.400791218969971e-05,0.0,0.0,0.0,32203.923577955837,212.11727905273438,8666112.0,665.319948323,0.0,,0.0,0.0,0.00390625,0.0
15.689453125,0.0,1.2997366516387387e-09,1773849816.546116,8920064.0,0.0,-0.005989016965031624,6.928099173819646e-05,0.0,0.0,0.0,32313.233901680996,202.31033325195312,8920064.0,677.13861982,0.0,,0.0,0.0,0.0,0.0
14.9765625,0.001953125,4.69578431694373e-10,1773849828.3648562,9174016.0,0.001953125,-0.005176412407308817,6.604639202123508e-05,0.0,0.0,0.0,32332.998587537822,191.34658813476562,9174016.0,688.966001734,0.0,,0.0,0.0,0.001953125,0.0
17.58203125,0.0,-1.934740700981763e-10,1773849877.833166,9427968.0,0.0,-0.005441226996481419,6.238998321350664e-05,0.0,0.0,0.0,32321.663551120542,202.5183563232422,9427968.0,726.606504005,0.0,"{'size': 4700925.0, '_type': 'html-file', 'sha256': 'e0df0d666ac103e3862ede44fc876f7b62b16b280240acc7d0ece7e85c8596a5', 'path': 'media/html/render_9427968_e0df0d666ac103e3862e.html'}",0.0,0.0,0.0,0.0
16.818359375,0.0,8.85367001934867e-10,1773849878.06019,9681920.0,0.0,-0.005440357606858015,7.616206130478531e-05,0.0,0.0,0.0,32300.041805395525,227.57269287109375,9681920.0,738.702408628,0.0,,0.0,0.0,0.0,0.0
17.443359375,0.0,4.5358486411295473e-10,1773849889.9284606,9935872.0,0.0,-0.006016214843839407,7.179071690188721e-05,0.0,0.0,0.0,32191.57552686619,219.80364990234375,9935872.0,750.526853578,0.0,,0.0,0.0,0.0,0.0
16.3984375,0.0,4.993103708272884e-10,1773849901.7530315,10189824.0,0.0,-0.007078411988914013,9.819038677960634e-05,0.0,0.0,0.0,32313.540731644127,233.04010009765625,10189824.0,762.340031769,0.0,,0.0,0.0,0.0,0.0
23.294921875,0.01171875,4.166417488793428e-10,1773849913.566124,10443776.0,0.01171875,-0.0066611142829060555,7.940001523820683e-05,0.0,0.0,0.0,32369.056039833606,274.64849853515625,10443776.0,774.151366633,0.0,,0.0,0.0,0.001953125,0.0
16.2890625,0.0,1.8123419431859134e-10,1773849963.814665,10697728.0,0.0,-0.007789249066263437,8.873751357896253e-05,0.0,0.0,0.0,32350.638489522622,207.8645477294922,10697728.0,812.587975286,0.0,"{'_type': 'html-file', 'sha256': '499f98b848ca9a0f7bd1a2c2974884c9be1509191533dd91c763e699cfa18a75', 'path': 'media/html/render_10697728_499f98b848ca9a0f7bd1.html', 'size': 4731365.0}",0.0,0.0,0.0,0.0
17.35546875,0.0,1.7066170698853966e-10,1773849964.0101066,10951680.0,0.0,-0.00667800335213542,9.462513116886839e-05,0.0,0.0,0.0,32391.44405791774,235.22177124023438,10951680.0,824.640678738,0.0,,0.0,0.0,0.0,0.0
